learner_id,certification_id,module_id,module_name,completion_status,completion_score,completed_on,source_system
L03902,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-04-27,LMS
L03902,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03903,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-04-06,LMS
L03903,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03903,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-04-05,LMS
L03904,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-03-07,LMS
L03904,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-02-08,LMS
L03904,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-03-19,LMS
L03905,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03905,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-04-08,LMS
L03905,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03906,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-03-16,LMS
L03906,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-02-12,LMS
L03906,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-04-21,LMS
L03907,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03907,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-04-21,LMS
L03907,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-02-16,LMS
L03908,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-03-04,LMS
L03908,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,83,2026-04-11,LMS
L03908,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-03-27,LMS
L03909,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-05-26,LMS
L03909,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-04-12,LMS
L03909,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-02-15,LMS
L03910,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-04-10,LMS
L03910,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,89,2026-02-26,LMS
L03910,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-06-03,LMS
L03911,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-05-26,LMS
L03911,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,81,2026-03-30,LMS
L03911,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03912,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-03-30,LMS
L03912,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-03-12,LMS
L03912,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03913,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-05-25,LMS
L03913,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-05-14,LMS
L03913,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-04-22,LMS
L03914,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03914,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-02-17,LMS
L03914,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-03-15,LMS
L03915,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,100,2026-02-22,LMS
L03915,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03915,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-03-01,LMS
L03916,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,98,2026-03-27,LMS
L03916,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03916,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03917,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-03-21,LMS
L03917,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03917,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-05-13,LMS
L03918,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03918,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,99,2026-02-08,LMS
L03918,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-05-06,LMS
L03919,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-03-16,LMS
L03919,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-05-24,LMS
L03919,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-05-08,LMS
L03920,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03920,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-04-26,LMS
L03920,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-02-26,LMS
L03921,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-05-14,LMS
L03921,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03921,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03922,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-03-16,LMS
L03922,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03922,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-05-18,LMS
L03923,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-05-13,LMS
L03923,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,78,2026-06-05,LMS
L03923,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03924,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,73,2026-02-17,LMS
L03924,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,81,2026-04-27,LMS
L03924,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-05-28,LMS
L03925,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03925,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,72,2026-02-27,LMS
L03925,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,87,2026-06-03,LMS
L03926,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-02-26,LMS
L03926,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,92,2026-05-27,LMS
L03926,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03927,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-02-21,LMS
L03927,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-04-08,LMS
L03927,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03928,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-02-17,LMS
L03928,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-03-04,LMS
L03928,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-02-24,LMS
L03929,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,69,2026-05-05,LMS
L03929,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-03-03,LMS
L03929,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-04-13,LMS
L03930,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-04-24,LMS
L03930,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03930,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-05-01,LMS
L03931,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,78,2026-03-10,LMS
L03931,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-05-22,LMS
L03931,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-05-22,LMS
L03932,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-04-04,LMS
L03932,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03932,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03933,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-05-24,LMS
L03933,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-04-07,LMS
L03933,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,97,2026-04-18,LMS
L03934,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-04-05,LMS
L03934,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,92,2026-04-06,LMS
L03934,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-03-06,LMS
L03935,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-02-27,LMS
L03935,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,99,2026-04-10,LMS
L03935,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-03-23,LMS
L03936,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-06-03,LMS
L03936,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03936,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,74,2026-05-26,LMS
L03937,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03937,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-04-11,LMS
L03937,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-02-25,LMS
L03938,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,71,2026-02-16,LMS
L03938,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-03-17,LMS
L03938,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-02-13,LMS
L03939,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-21,LMS
L03939,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-05-20,LMS
L03939,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,100,2026-05-07,LMS
L03940,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03940,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-02-11,LMS
L03940,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-04-15,LMS
L03941,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03941,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,96,2026-03-05,LMS
L03941,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,86,2026-02-14,LMS
L03942,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,85,2026-03-03,LMS
L03942,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,69,2026-04-01,LMS
L03942,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-04-08,LMS
L03943,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-05-19,LMS
L03943,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,65,2026-03-22,LMS
L03943,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-05-28,LMS
L03944,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-02-19,LMS
L03944,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,84,2026-04-03,LMS
L03944,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,91,2026-02-25,LMS
L03945,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-06-03,LMS
L03945,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-04-10,LMS
L03945,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03946,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-05-15,LMS
L03946,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03946,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-05-12,LMS
L03947,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-03-06,LMS
L03947,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-06-01,LMS
L03947,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,94,2026-05-29,LMS
L03948,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-03-02,LMS
L03948,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,99,2026-03-04,LMS
L03948,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03949,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-04-15,LMS
L03949,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-06-01,LMS
L03949,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,71,2026-05-06,LMS
L03950,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,79,2026-03-26,LMS
L03950,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-02-27,LMS
L03950,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03951,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-04-14,LMS
L03951,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03951,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,85,2026-06-03,LMS
L03952,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-02-10,LMS
L03952,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-05-15,LMS
L03952,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,79,2026-05-31,LMS
L03953,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-04-12,LMS
L03953,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-02-14,LMS
L03953,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-03-05,LMS
L03954,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-05-03,LMS
L03954,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03954,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03955,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03955,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,86,2026-05-01,LMS
L03955,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,76,2026-03-28,LMS
L03956,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-06-03,LMS
L03956,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,77,2026-03-25,LMS
L03956,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-06-04,LMS
L03957,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,84,2026-03-26,LMS
L03957,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-05-31,LMS
L03957,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-02-16,LMS
L03958,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,97,2026-04-29,LMS
L03958,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,94,2026-03-31,LMS
L03958,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03959,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,80,2026-05-20,LMS
L03959,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-03-18,LMS
L03959,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-04-06,LMS
L03960,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,70,2026-04-26,LMS
L03960,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03960,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03961,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,81,2026-05-03,LMS
L03961,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,93,2026-05-31,LMS
L03961,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,83,2026-02-18,LMS
L03962,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-05-05,LMS
L03962,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03962,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-05-11,LMS
L03963,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-02-13,LMS
L03963,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,85,2026-06-03,LMS
L03963,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-03-28,LMS
L03964,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,94,2026-04-25,LMS
L03964,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-03-20,LMS
L03964,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03965,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-03-24,LMS
L03965,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,98,2026-03-21,LMS
L03965,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-03-09,LMS
L03966,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-05-05,LMS
L03966,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03966,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-02-16,LMS
L03967,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-04-14,LMS
L03967,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,68,2026-02-13,LMS
L03967,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03968,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-02-27,LMS
L03968,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03968,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03969,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03969,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,66,2026-02-24,LMS
L03969,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,88,2026-05-03,LMS
L03970,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,96,2026-06-03,LMS
L03970,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,96,2026-06-03,LMS
L03970,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-04-19,LMS
L03971,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,76,2026-04-30,LMS
L03971,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03971,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03972,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-03-02,LMS
L03972,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03972,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,90,2026-03-05,LMS
L03973,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03973,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,67,2026-04-19,LMS
L03973,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-03-30,LMS
L03974,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,83,2026-04-01,LMS
L03974,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,82,2026-05-08,LMS
L03974,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,68,2026-03-07,LMS
L03975,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,89,2026-03-28,LMS
L03975,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,87,2026-04-20,LMS
L03975,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,67,2026-05-31,LMS
L03976,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,72,2026-05-30,LMS
L03976,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-03-18,LMS
L03976,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,84,2026-05-05,LMS
L03977,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03977,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03977,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,96,2026-02-07,LMS
L03978,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-04-01,LMS
L03978,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-02-21,LMS
L03978,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03979,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,67,2026-03-27,LMS
L03979,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,100,2026-02-21,LMS
L03979,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,72,2026-03-04,LMS
L03980,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,93,2026-06-06,LMS
L03980,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03980,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,80,2026-03-02,LMS
L03981,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03981,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,80,2026-04-20,LMS
L03981,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03982,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-04-19,LMS
L03982,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,70,2026-04-04,LMS
L03982,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,81,2026-02-17,LMS
L03983,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03983,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,76,2026-04-02,LMS
L03983,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03984,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,87,2026-05-30,LMS
L03984,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,90,2026-04-10,LMS
L03984,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,65,2026-04-27,LMS
L03985,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,91,2026-04-05,LMS
L03985,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03985,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-04-09,LMS
L03986,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03986,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03986,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,75,2026-05-23,LMS
L03987,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,90,2026-03-16,LMS
L03987,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-02-09,LMS
L03987,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,93,2026-05-11,LMS
L03988,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,95,2026-03-26,LMS
L03988,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,missing,,,LMS
L03988,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,69,2026-02-17,LMS
L03989,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03989,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,97,2026-05-20,LMS
L03989,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,70,2026-02-25,LMS
L03990,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,88,2026-06-01,LMS
L03990,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,95,2026-05-02,LMS
L03990,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,98,2026-05-14,LMS
L03991,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,65,2026-04-30,LMS
L03991,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,79,2026-03-11,LMS
L03991,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,95,2026-02-09,LMS
L03992,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03992,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,88,2026-05-09,LMS
L03992,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,99,2026-02-24,LMS
L03993,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,66,2026-02-26,LMS
L03993,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,75,2026-05-22,LMS
L03993,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,78,2026-02-26,LMS
L03994,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,74,2026-03-28,LMS
L03994,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,71,2026-05-23,LMS
L03994,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,completed,82,2026-02-25,LMS
L03995,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,missing,,,LMS
L03995,cert-enterprise-ai-safety,mod-data,Data Handling and Privacy,completed,73,2026-03-23,LMS
L03995,cert-enterprise-ai-safety,mod-incident,Incident Response Simulation,missing,,,LMS
L03996,cert-enterprise-ai-safety,mod-policy,AI Policy and Risk Controls,completed,92,2026-05-24,LMS
