learner_id,employee_id,certification_id,canonical_term,lms_claimed_ready,truth_certification_ready,block_reason,risk_level,recommended_action,evaluated_on
L05296,E05296,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05297,E05297,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05299,E05299,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05300,E05300,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05303,E05303,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05304,E05304,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05305,E05305,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05309,E05309,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05310,E05310,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05311,E05311,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05315,E05315,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05319,E05319,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05321,E05321,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05324,E05324,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05325,E05325,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05327,E05327,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05328,E05328,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05330,E05330,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05331,E05331,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05333,E05333,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05337,E05337,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05338,E05338,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05343,E05343,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05344,E05344,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05347,E05347,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05348,E05348,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05352,E05352,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05353,E05353,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05354,E05354,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05355,E05355,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05356,E05356,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05357,E05357,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05359,E05359,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05361,E05361,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05366,E05366,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05369,E05369,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05370,E05370,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05371,E05371,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05372,E05372,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05377,E05377,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05379,E05379,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L05380,E05380,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05381,E05381,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05383,E05383,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05384,E05384,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05387,E05387,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05390,E05390,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05391,E05391,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05393,E05393,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05394,E05394,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05396,E05396,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05399,E05399,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05400,E05400,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05401,E05401,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05406,E05406,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L05407,E05407,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05409,E05409,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05411,E05411,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05417,E05417,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05422,E05422,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05423,E05423,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05426,E05426,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05427,E05427,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05429,E05429,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05431,E05431,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05432,E05432,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05434,E05434,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05435,E05435,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05439,E05439,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05441,E05441,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05442,E05442,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05443,E05443,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05446,E05446,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05448,E05448,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05451,E05451,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05454,E05454,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05458,E05458,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05463,E05463,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05464,E05464,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05466,E05466,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05468,E05468,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05470,E05470,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05471,E05471,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05472,E05472,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05484,E05484,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05485,E05485,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05487,E05487,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05489,E05489,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05491,E05491,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05496,E05496,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05497,E05497,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05502,E05502,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05504,E05504,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05505,E05505,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05513,E05513,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05514,E05514,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05516,E05516,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05517,E05517,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05520,E05520,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05523,E05523,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05524,E05524,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05526,E05526,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05527,E05527,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05528,E05528,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05533,E05533,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05534,E05534,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05535,E05535,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05536,E05536,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05539,E05539,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05540,E05540,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05542,E05542,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05545,E05545,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05547,E05547,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05548,E05548,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05553,E05553,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05554,E05554,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05557,E05557,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05559,E05559,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05561,E05561,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L05562,E05562,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05566,E05566,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05567,E05567,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05569,E05569,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05570,E05570,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05572,E05572,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L05577,E05577,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05578,E05578,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05586,E05586,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05588,E05588,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05589,E05589,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05596,E05596,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05597,E05597,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05602,E05602,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05604,E05604,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05606,E05606,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05607,E05607,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05609,E05609,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05610,E05610,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05612,E05612,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05613,E05613,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05615,E05615,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05620,E05620,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05622,E05622,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05624,E05624,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05625,E05625,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05626,E05626,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05629,E05629,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05630,E05630,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05631,E05631,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05633,E05633,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05636,E05636,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05637,E05637,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05639,E05639,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05640,E05640,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05641,E05641,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L05642,E05642,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05644,E05644,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05645,E05645,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05646,E05646,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05651,E05651,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05652,E05652,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05659,E05659,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05660,E05660,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05663,E05663,cert-enterprise-ai-safety,Certification Ready,True,False,Manager approval missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05666,E05666,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05667,E05667,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05668,E05668,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05675,E05675,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05678,E05678,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05679,E05679,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05681,E05681,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05682,E05682,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05684,E05684,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05689,E05689,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80,high,Block certification release until missing evidence is resolved,2026-06-06
L05690,E05690,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05692,E05692,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80,medium,Block certification release until missing evidence is resolved,2026-06-06
L05695,E05695,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05696,E05696,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05698,E05698,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05699,E05699,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05702,E05702,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05703,E05703,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05709,E05709,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05713,E05713,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05726,E05726,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05733,E05733,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05737,E05737,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing; Required lab missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05740,E05740,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05744,E05744,cert-enterprise-ai-safety,Certification Ready,True,False,Required lab missing; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05746,E05746,cert-enterprise-ai-safety,Certification Ready,True,False,Required module missing,medium,Block certification release until missing evidence is resolved,2026-06-06
L05747,E05747,cert-enterprise-ai-safety,Certification Ready,True,False,HR eligibility missing; Required module missing,high,Block certification release until missing evidence is resolved,2026-06-06
L05751,E05751,cert-enterprise-ai-safety,Certification Ready,True,False,Assessment below 80; Manager approval missing,high,Block certification release until missing evidence is resolved,2026-06-06
