learner_id,certification_id,assessment_id,assessment_name,latest_score,passed,attempts,last_attempt_on,source_system
L06245,cert-enterprise-ai-safety,A-L06245,Certification Readiness Practice Assessment,87,True,3,2026-04-20,AssessmentPlatform
L06246,cert-enterprise-ai-safety,A-L06246,Certification Readiness Practice Assessment,100,True,3,2026-05-11,AssessmentPlatform
L06247,cert-enterprise-ai-safety,A-L06247,Certification Readiness Practice Assessment,70,False,3,2026-05-03,AssessmentPlatform
L06248,cert-enterprise-ai-safety,A-L06248,Certification Readiness Practice Assessment,82,True,1,2026-05-06,AssessmentPlatform
L06249,cert-enterprise-ai-safety,A-L06249,Certification Readiness Practice Assessment,60,False,1,2026-04-29,AssessmentPlatform
L06250,cert-enterprise-ai-safety,A-L06250,Certification Readiness Practice Assessment,85,True,3,2026-04-08,AssessmentPlatform
L06251,cert-enterprise-ai-safety,A-L06251,Certification Readiness Practice Assessment,77,False,3,2026-05-18,AssessmentPlatform
L06252,cert-enterprise-ai-safety,A-L06252,Certification Readiness Practice Assessment,83,True,1,2026-04-30,AssessmentPlatform
L06253,cert-enterprise-ai-safety,A-L06253,Certification Readiness Practice Assessment,99,True,1,2026-04-23,AssessmentPlatform
L06254,cert-enterprise-ai-safety,A-L06254,Certification Readiness Practice Assessment,95,True,3,2026-05-13,AssessmentPlatform
L06255,cert-enterprise-ai-safety,A-L06255,Certification Readiness Practice Assessment,91,True,2,2026-06-01,AssessmentPlatform
L06256,cert-enterprise-ai-safety,A-L06256,Certification Readiness Practice Assessment,76,False,3,2026-05-28,AssessmentPlatform
L06257,cert-enterprise-ai-safety,A-L06257,Certification Readiness Practice Assessment,55,False,1,2026-05-04,AssessmentPlatform
L06258,cert-enterprise-ai-safety,A-L06258,Certification Readiness Practice Assessment,70,False,3,2026-05-06,AssessmentPlatform
L06259,cert-enterprise-ai-safety,A-L06259,Certification Readiness Practice Assessment,70,False,3,2026-05-26,AssessmentPlatform
L06260,cert-enterprise-ai-safety,A-L06260,Certification Readiness Practice Assessment,73,False,3,2026-04-24,AssessmentPlatform
L06261,cert-enterprise-ai-safety,A-L06261,Certification Readiness Practice Assessment,63,False,1,2026-06-01,AssessmentPlatform
L06262,cert-enterprise-ai-safety,A-L06262,Certification Readiness Practice Assessment,59,False,2,2026-05-23,AssessmentPlatform
L06263,cert-enterprise-ai-safety,A-L06263,Certification Readiness Practice Assessment,72,False,3,2026-04-25,AssessmentPlatform
L06264,cert-enterprise-ai-safety,A-L06264,Certification Readiness Practice Assessment,60,False,2,2026-04-08,AssessmentPlatform
L06265,cert-enterprise-ai-safety,A-L06265,Certification Readiness Practice Assessment,60,False,2,2026-05-28,AssessmentPlatform
L06266,cert-enterprise-ai-safety,A-L06266,Certification Readiness Practice Assessment,75,False,2,2026-05-31,AssessmentPlatform
L06267,cert-enterprise-ai-safety,A-L06267,Certification Readiness Practice Assessment,65,False,3,2026-05-26,AssessmentPlatform
L06268,cert-enterprise-ai-safety,A-L06268,Certification Readiness Practice Assessment,92,True,3,2026-05-21,AssessmentPlatform
L06269,cert-enterprise-ai-safety,A-L06269,Certification Readiness Practice Assessment,94,True,1,2026-05-06,AssessmentPlatform
L06270,cert-enterprise-ai-safety,A-L06270,Certification Readiness Practice Assessment,72,False,3,2026-04-24,AssessmentPlatform
L06271,cert-enterprise-ai-safety,A-L06271,Certification Readiness Practice Assessment,55,False,3,2026-04-17,AssessmentPlatform
L06272,cert-enterprise-ai-safety,A-L06272,Certification Readiness Practice Assessment,58,False,2,2026-04-20,AssessmentPlatform
L06273,cert-enterprise-ai-safety,A-L06273,Certification Readiness Practice Assessment,81,True,2,2026-05-06,AssessmentPlatform
L06274,cert-enterprise-ai-safety,A-L06274,Certification Readiness Practice Assessment,74,False,3,2026-04-24,AssessmentPlatform
L06275,cert-enterprise-ai-safety,A-L06275,Certification Readiness Practice Assessment,71,False,2,2026-06-01,AssessmentPlatform
L06276,cert-enterprise-ai-safety,A-L06276,Certification Readiness Practice Assessment,78,False,2,2026-04-28,AssessmentPlatform
L06277,cert-enterprise-ai-safety,A-L06277,Certification Readiness Practice Assessment,72,False,2,2026-05-15,AssessmentPlatform
L06278,cert-enterprise-ai-safety,A-L06278,Certification Readiness Practice Assessment,71,False,1,2026-05-08,AssessmentPlatform
L06279,cert-enterprise-ai-safety,A-L06279,Certification Readiness Practice Assessment,63,False,3,2026-05-09,AssessmentPlatform
L06280,cert-enterprise-ai-safety,A-L06280,Certification Readiness Practice Assessment,82,True,2,2026-05-14,AssessmentPlatform
L06281,cert-enterprise-ai-safety,A-L06281,Certification Readiness Practice Assessment,89,True,3,2026-04-15,AssessmentPlatform
L06282,cert-enterprise-ai-safety,A-L06282,Certification Readiness Practice Assessment,84,True,3,2026-04-09,AssessmentPlatform
L06283,cert-enterprise-ai-safety,A-L06283,Certification Readiness Practice Assessment,68,False,3,2026-05-10,AssessmentPlatform
L06284,cert-enterprise-ai-safety,A-L06284,Certification Readiness Practice Assessment,85,True,3,2026-05-21,AssessmentPlatform
L06285,cert-enterprise-ai-safety,A-L06285,Certification Readiness Practice Assessment,83,True,2,2026-05-28,AssessmentPlatform
L06286,cert-enterprise-ai-safety,A-L06286,Certification Readiness Practice Assessment,59,False,1,2026-05-22,AssessmentPlatform
L06287,cert-enterprise-ai-safety,A-L06287,Certification Readiness Practice Assessment,58,False,1,2026-05-20,AssessmentPlatform
L06288,cert-enterprise-ai-safety,A-L06288,Certification Readiness Practice Assessment,82,True,2,2026-05-14,AssessmentPlatform
L06289,cert-enterprise-ai-safety,A-L06289,Certification Readiness Practice Assessment,99,True,3,2026-05-02,AssessmentPlatform
L06290,cert-enterprise-ai-safety,A-L06290,Certification Readiness Practice Assessment,73,False,2,2026-05-17,AssessmentPlatform
L06291,cert-enterprise-ai-safety,A-L06291,Certification Readiness Practice Assessment,73,False,2,2026-04-15,AssessmentPlatform
L06292,cert-enterprise-ai-safety,A-L06292,Certification Readiness Practice Assessment,78,False,3,2026-04-29,AssessmentPlatform
L06293,cert-enterprise-ai-safety,A-L06293,Certification Readiness Practice Assessment,56,False,2,2026-05-06,AssessmentPlatform
L06294,cert-enterprise-ai-safety,A-L06294,Certification Readiness Practice Assessment,87,True,3,2026-05-11,AssessmentPlatform
L06295,cert-enterprise-ai-safety,A-L06295,Certification Readiness Practice Assessment,58,False,1,2026-06-01,AssessmentPlatform
L06296,cert-enterprise-ai-safety,A-L06296,Certification Readiness Practice Assessment,79,False,2,2026-04-29,AssessmentPlatform
L06297,cert-enterprise-ai-safety,A-L06297,Certification Readiness Practice Assessment,89,True,1,2026-05-28,AssessmentPlatform
L06298,cert-enterprise-ai-safety,A-L06298,Certification Readiness Practice Assessment,87,True,3,2026-05-14,AssessmentPlatform
L06299,cert-enterprise-ai-safety,A-L06299,Certification Readiness Practice Assessment,78,False,3,2026-04-24,AssessmentPlatform
L06300,cert-enterprise-ai-safety,A-L06300,Certification Readiness Practice Assessment,82,True,3,2026-05-12,AssessmentPlatform
L06301,cert-enterprise-ai-safety,A-L06301,Certification Readiness Practice Assessment,95,True,3,2026-05-16,AssessmentPlatform
L06302,cert-enterprise-ai-safety,A-L06302,Certification Readiness Practice Assessment,70,False,2,2026-04-09,AssessmentPlatform
L06303,cert-enterprise-ai-safety,A-L06303,Certification Readiness Practice Assessment,73,False,2,2026-04-16,AssessmentPlatform
L06304,cert-enterprise-ai-safety,A-L06304,Certification Readiness Practice Assessment,66,False,3,2026-05-19,AssessmentPlatform
L06305,cert-enterprise-ai-safety,A-L06305,Certification Readiness Practice Assessment,57,False,2,2026-05-29,AssessmentPlatform
L06306,cert-enterprise-ai-safety,A-L06306,Certification Readiness Practice Assessment,90,True,1,2026-04-23,AssessmentPlatform
L06307,cert-enterprise-ai-safety,A-L06307,Certification Readiness Practice Assessment,59,False,3,2026-05-29,AssessmentPlatform
L06308,cert-enterprise-ai-safety,A-L06308,Certification Readiness Practice Assessment,87,True,1,2026-05-28,AssessmentPlatform
L06309,cert-enterprise-ai-safety,A-L06309,Certification Readiness Practice Assessment,87,True,1,2026-05-27,AssessmentPlatform
L06310,cert-enterprise-ai-safety,A-L06310,Certification Readiness Practice Assessment,90,True,3,2026-05-18,AssessmentPlatform
L06311,cert-enterprise-ai-safety,A-L06311,Certification Readiness Practice Assessment,90,True,3,2026-04-18,AssessmentPlatform
L06312,cert-enterprise-ai-safety,A-L06312,Certification Readiness Practice Assessment,80,True,1,2026-04-13,AssessmentPlatform
L06313,cert-enterprise-ai-safety,A-L06313,Certification Readiness Practice Assessment,77,False,2,2026-04-13,AssessmentPlatform
L06314,cert-enterprise-ai-safety,A-L06314,Certification Readiness Practice Assessment,77,False,1,2026-05-04,AssessmentPlatform
L06315,cert-enterprise-ai-safety,A-L06315,Certification Readiness Practice Assessment,80,True,2,2026-04-09,AssessmentPlatform
L06316,cert-enterprise-ai-safety,A-L06316,Certification Readiness Practice Assessment,69,False,3,2026-04-08,AssessmentPlatform
L06317,cert-enterprise-ai-safety,A-L06317,Certification Readiness Practice Assessment,71,False,3,2026-04-15,AssessmentPlatform
L06318,cert-enterprise-ai-safety,A-L06318,Certification Readiness Practice Assessment,71,False,2,2026-04-14,AssessmentPlatform
L06319,cert-enterprise-ai-safety,A-L06319,Certification Readiness Practice Assessment,56,False,2,2026-05-20,AssessmentPlatform
L06320,cert-enterprise-ai-safety,A-L06320,Certification Readiness Practice Assessment,96,True,2,2026-04-09,AssessmentPlatform
L06321,cert-enterprise-ai-safety,A-L06321,Certification Readiness Practice Assessment,93,True,2,2026-04-11,AssessmentPlatform
L06322,cert-enterprise-ai-safety,A-L06322,Certification Readiness Practice Assessment,77,False,2,2026-04-30,AssessmentPlatform
L06323,cert-enterprise-ai-safety,A-L06323,Certification Readiness Practice Assessment,84,True,2,2026-04-22,AssessmentPlatform
L06324,cert-enterprise-ai-safety,A-L06324,Certification Readiness Practice Assessment,61,False,2,2026-04-08,AssessmentPlatform
L06325,cert-enterprise-ai-safety,A-L06325,Certification Readiness Practice Assessment,76,False,1,2026-04-08,AssessmentPlatform
L06326,cert-enterprise-ai-safety,A-L06326,Certification Readiness Practice Assessment,65,False,1,2026-05-04,AssessmentPlatform
L06327,cert-enterprise-ai-safety,A-L06327,Certification Readiness Practice Assessment,81,True,1,2026-05-10,AssessmentPlatform
L06328,cert-enterprise-ai-safety,A-L06328,Certification Readiness Practice Assessment,82,True,2,2026-04-16,AssessmentPlatform
L06329,cert-enterprise-ai-safety,A-L06329,Certification Readiness Practice Assessment,85,True,1,2026-04-22,AssessmentPlatform
L06330,cert-enterprise-ai-safety,A-L06330,Certification Readiness Practice Assessment,69,False,2,2026-04-29,AssessmentPlatform
L06331,cert-enterprise-ai-safety,A-L06331,Certification Readiness Practice Assessment,71,False,2,2026-05-01,AssessmentPlatform
L06332,cert-enterprise-ai-safety,A-L06332,Certification Readiness Practice Assessment,79,False,1,2026-05-18,AssessmentPlatform
L06333,cert-enterprise-ai-safety,A-L06333,Certification Readiness Practice Assessment,93,True,1,2026-05-05,AssessmentPlatform
L06334,cert-enterprise-ai-safety,A-L06334,Certification Readiness Practice Assessment,84,True,1,2026-04-09,AssessmentPlatform
L06335,cert-enterprise-ai-safety,A-L06335,Certification Readiness Practice Assessment,84,True,1,2026-04-13,AssessmentPlatform
L06336,cert-enterprise-ai-safety,A-L06336,Certification Readiness Practice Assessment,60,False,2,2026-04-18,AssessmentPlatform
L06337,cert-enterprise-ai-safety,A-L06337,Certification Readiness Practice Assessment,55,False,3,2026-06-05,AssessmentPlatform
L06338,cert-enterprise-ai-safety,A-L06338,Certification Readiness Practice Assessment,74,False,2,2026-06-06,AssessmentPlatform
L06339,cert-enterprise-ai-safety,A-L06339,Certification Readiness Practice Assessment,72,False,1,2026-04-23,AssessmentPlatform
L06340,cert-enterprise-ai-safety,A-L06340,Certification Readiness Practice Assessment,67,False,1,2026-04-16,AssessmentPlatform
L06341,cert-enterprise-ai-safety,A-L06341,Certification Readiness Practice Assessment,78,False,1,2026-04-19,AssessmentPlatform
L06342,cert-enterprise-ai-safety,A-L06342,Certification Readiness Practice Assessment,97,True,1,2026-05-22,AssessmentPlatform
L06343,cert-enterprise-ai-safety,A-L06343,Certification Readiness Practice Assessment,60,False,1,2026-06-06,AssessmentPlatform
L06344,cert-enterprise-ai-safety,A-L06344,Certification Readiness Practice Assessment,63,False,3,2026-04-25,AssessmentPlatform
L06345,cert-enterprise-ai-safety,A-L06345,Certification Readiness Practice Assessment,62,False,1,2026-05-20,AssessmentPlatform
L06346,cert-enterprise-ai-safety,A-L06346,Certification Readiness Practice Assessment,99,True,1,2026-05-12,AssessmentPlatform
L06347,cert-enterprise-ai-safety,A-L06347,Certification Readiness Practice Assessment,80,True,3,2026-04-28,AssessmentPlatform
L06348,cert-enterprise-ai-safety,A-L06348,Certification Readiness Practice Assessment,93,True,3,2026-04-30,AssessmentPlatform
L06349,cert-enterprise-ai-safety,A-L06349,Certification Readiness Practice Assessment,79,False,2,2026-04-26,AssessmentPlatform
L06350,cert-enterprise-ai-safety,A-L06350,Certification Readiness Practice Assessment,75,False,1,2026-05-14,AssessmentPlatform
L06351,cert-enterprise-ai-safety,A-L06351,Certification Readiness Practice Assessment,85,True,3,2026-05-15,AssessmentPlatform
L06352,cert-enterprise-ai-safety,A-L06352,Certification Readiness Practice Assessment,87,True,2,2026-05-09,AssessmentPlatform
L06353,cert-enterprise-ai-safety,A-L06353,Certification Readiness Practice Assessment,73,False,2,2026-05-31,AssessmentPlatform
L06354,cert-enterprise-ai-safety,A-L06354,Certification Readiness Practice Assessment,100,True,2,2026-05-24,AssessmentPlatform
L06355,cert-enterprise-ai-safety,A-L06355,Certification Readiness Practice Assessment,99,True,3,2026-04-11,AssessmentPlatform
L06356,cert-enterprise-ai-safety,A-L06356,Certification Readiness Practice Assessment,68,False,3,2026-05-06,AssessmentPlatform
L06357,cert-enterprise-ai-safety,A-L06357,Certification Readiness Practice Assessment,59,False,2,2026-05-14,AssessmentPlatform
L06358,cert-enterprise-ai-safety,A-L06358,Certification Readiness Practice Assessment,99,True,1,2026-05-04,AssessmentPlatform
L06359,cert-enterprise-ai-safety,A-L06359,Certification Readiness Practice Assessment,99,True,2,2026-05-28,AssessmentPlatform
L06360,cert-enterprise-ai-safety,A-L06360,Certification Readiness Practice Assessment,88,True,2,2026-05-15,AssessmentPlatform
L06361,cert-enterprise-ai-safety,A-L06361,Certification Readiness Practice Assessment,60,False,1,2026-04-16,AssessmentPlatform
L06362,cert-enterprise-ai-safety,A-L06362,Certification Readiness Practice Assessment,70,False,3,2026-04-19,AssessmentPlatform
L06363,cert-enterprise-ai-safety,A-L06363,Certification Readiness Practice Assessment,76,False,3,2026-05-22,AssessmentPlatform
L06364,cert-enterprise-ai-safety,A-L06364,Certification Readiness Practice Assessment,69,False,3,2026-05-15,AssessmentPlatform
L06365,cert-enterprise-ai-safety,A-L06365,Certification Readiness Practice Assessment,68,False,2,2026-05-30,AssessmentPlatform
L06366,cert-enterprise-ai-safety,A-L06366,Certification Readiness Practice Assessment,98,True,2,2026-05-10,AssessmentPlatform
L06367,cert-enterprise-ai-safety,A-L06367,Certification Readiness Practice Assessment,81,True,3,2026-05-05,AssessmentPlatform
L06368,cert-enterprise-ai-safety,A-L06368,Certification Readiness Practice Assessment,85,True,2,2026-04-15,AssessmentPlatform
L06369,cert-enterprise-ai-safety,A-L06369,Certification Readiness Practice Assessment,58,False,3,2026-04-10,AssessmentPlatform
L06370,cert-enterprise-ai-safety,A-L06370,Certification Readiness Practice Assessment,96,True,2,2026-05-15,AssessmentPlatform
L06371,cert-enterprise-ai-safety,A-L06371,Certification Readiness Practice Assessment,77,False,1,2026-04-08,AssessmentPlatform
L06372,cert-enterprise-ai-safety,A-L06372,Certification Readiness Practice Assessment,56,False,3,2026-06-05,AssessmentPlatform
L06373,cert-enterprise-ai-safety,A-L06373,Certification Readiness Practice Assessment,65,False,1,2026-04-11,AssessmentPlatform
L06374,cert-enterprise-ai-safety,A-L06374,Certification Readiness Practice Assessment,97,True,3,2026-04-26,AssessmentPlatform
L06375,cert-enterprise-ai-safety,A-L06375,Certification Readiness Practice Assessment,66,False,3,2026-05-14,AssessmentPlatform
L06376,cert-enterprise-ai-safety,A-L06376,Certification Readiness Practice Assessment,70,False,2,2026-04-30,AssessmentPlatform
L06377,cert-enterprise-ai-safety,A-L06377,Certification Readiness Practice Assessment,56,False,2,2026-04-13,AssessmentPlatform
L06378,cert-enterprise-ai-safety,A-L06378,Certification Readiness Practice Assessment,81,True,1,2026-04-23,AssessmentPlatform
L06379,cert-enterprise-ai-safety,A-L06379,Certification Readiness Practice Assessment,56,False,1,2026-05-11,AssessmentPlatform
L06380,cert-enterprise-ai-safety,A-L06380,Certification Readiness Practice Assessment,94,True,1,2026-06-06,AssessmentPlatform
L06381,cert-enterprise-ai-safety,A-L06381,Certification Readiness Practice Assessment,78,False,1,2026-05-17,AssessmentPlatform
L06382,cert-enterprise-ai-safety,A-L06382,Certification Readiness Practice Assessment,94,True,2,2026-05-13,AssessmentPlatform
L06383,cert-enterprise-ai-safety,A-L06383,Certification Readiness Practice Assessment,55,False,2,2026-05-04,AssessmentPlatform
L06384,cert-enterprise-ai-safety,A-L06384,Certification Readiness Practice Assessment,98,True,1,2026-04-14,AssessmentPlatform
L06385,cert-enterprise-ai-safety,A-L06385,Certification Readiness Practice Assessment,95,True,1,2026-06-02,AssessmentPlatform
L06386,cert-enterprise-ai-safety,A-L06386,Certification Readiness Practice Assessment,57,False,3,2026-06-02,AssessmentPlatform
L06387,cert-enterprise-ai-safety,A-L06387,Certification Readiness Practice Assessment,64,False,1,2026-05-02,AssessmentPlatform
L06388,cert-enterprise-ai-safety,A-L06388,Certification Readiness Practice Assessment,95,True,2,2026-05-16,AssessmentPlatform
L06389,cert-enterprise-ai-safety,A-L06389,Certification Readiness Practice Assessment,89,True,1,2026-04-18,AssessmentPlatform
L06390,cert-enterprise-ai-safety,A-L06390,Certification Readiness Practice Assessment,77,False,2,2026-05-24,AssessmentPlatform
L06391,cert-enterprise-ai-safety,A-L06391,Certification Readiness Practice Assessment,79,False,1,2026-04-11,AssessmentPlatform
L06392,cert-enterprise-ai-safety,A-L06392,Certification Readiness Practice Assessment,90,True,2,2026-05-08,AssessmentPlatform
L06393,cert-enterprise-ai-safety,A-L06393,Certification Readiness Practice Assessment,63,False,3,2026-06-02,AssessmentPlatform
L06394,cert-enterprise-ai-safety,A-L06394,Certification Readiness Practice Assessment,65,False,3,2026-06-05,AssessmentPlatform
L06395,cert-enterprise-ai-safety,A-L06395,Certification Readiness Practice Assessment,92,True,2,2026-05-01,AssessmentPlatform
L06396,cert-enterprise-ai-safety,A-L06396,Certification Readiness Practice Assessment,63,False,3,2026-05-26,AssessmentPlatform
L06397,cert-enterprise-ai-safety,A-L06397,Certification Readiness Practice Assessment,56,False,1,2026-05-07,AssessmentPlatform
L06398,cert-enterprise-ai-safety,A-L06398,Certification Readiness Practice Assessment,86,True,1,2026-05-30,AssessmentPlatform
L06399,cert-enterprise-ai-safety,A-L06399,Certification Readiness Practice Assessment,86,True,2,2026-05-22,AssessmentPlatform
L06400,cert-enterprise-ai-safety,A-L06400,Certification Readiness Practice Assessment,84,True,1,2026-05-10,AssessmentPlatform
L06401,cert-enterprise-ai-safety,A-L06401,Certification Readiness Practice Assessment,74,False,3,2026-04-22,AssessmentPlatform
L06402,cert-enterprise-ai-safety,A-L06402,Certification Readiness Practice Assessment,60,False,3,2026-05-06,AssessmentPlatform
L06403,cert-enterprise-ai-safety,A-L06403,Certification Readiness Practice Assessment,68,False,1,2026-06-04,AssessmentPlatform
L06404,cert-enterprise-ai-safety,A-L06404,Certification Readiness Practice Assessment,81,True,2,2026-05-16,AssessmentPlatform
L06405,cert-enterprise-ai-safety,A-L06405,Certification Readiness Practice Assessment,67,False,2,2026-04-26,AssessmentPlatform
L06406,cert-enterprise-ai-safety,A-L06406,Certification Readiness Practice Assessment,57,False,3,2026-05-23,AssessmentPlatform
L06407,cert-enterprise-ai-safety,A-L06407,Certification Readiness Practice Assessment,97,True,3,2026-04-17,AssessmentPlatform
L06408,cert-enterprise-ai-safety,A-L06408,Certification Readiness Practice Assessment,71,False,3,2026-05-21,AssessmentPlatform
L06409,cert-enterprise-ai-safety,A-L06409,Certification Readiness Practice Assessment,89,True,1,2026-05-23,AssessmentPlatform
L06410,cert-enterprise-ai-safety,A-L06410,Certification Readiness Practice Assessment,82,True,3,2026-05-21,AssessmentPlatform
L06411,cert-enterprise-ai-safety,A-L06411,Certification Readiness Practice Assessment,99,True,2,2026-05-12,AssessmentPlatform
L06412,cert-enterprise-ai-safety,A-L06412,Certification Readiness Practice Assessment,96,True,3,2026-04-13,AssessmentPlatform
L06413,cert-enterprise-ai-safety,A-L06413,Certification Readiness Practice Assessment,76,False,2,2026-05-31,AssessmentPlatform
L06414,cert-enterprise-ai-safety,A-L06414,Certification Readiness Practice Assessment,69,False,2,2026-04-14,AssessmentPlatform
L06415,cert-enterprise-ai-safety,A-L06415,Certification Readiness Practice Assessment,77,False,2,2026-04-28,AssessmentPlatform
L06416,cert-enterprise-ai-safety,A-L06416,Certification Readiness Practice Assessment,89,True,3,2026-04-23,AssessmentPlatform
L06417,cert-enterprise-ai-safety,A-L06417,Certification Readiness Practice Assessment,59,False,1,2026-04-11,AssessmentPlatform
L06418,cert-enterprise-ai-safety,A-L06418,Certification Readiness Practice Assessment,92,True,3,2026-04-13,AssessmentPlatform
L06419,cert-enterprise-ai-safety,A-L06419,Certification Readiness Practice Assessment,64,False,1,2026-04-19,AssessmentPlatform
L06420,cert-enterprise-ai-safety,A-L06420,Certification Readiness Practice Assessment,78,False,3,2026-06-06,AssessmentPlatform
L06421,cert-enterprise-ai-safety,A-L06421,Certification Readiness Practice Assessment,83,True,3,2026-05-15,AssessmentPlatform
L06422,cert-enterprise-ai-safety,A-L06422,Certification Readiness Practice Assessment,100,True,3,2026-06-01,AssessmentPlatform
L06423,cert-enterprise-ai-safety,A-L06423,Certification Readiness Practice Assessment,65,False,2,2026-06-03,AssessmentPlatform
L06424,cert-enterprise-ai-safety,A-L06424,Certification Readiness Practice Assessment,67,False,2,2026-05-17,AssessmentPlatform
L06425,cert-enterprise-ai-safety,A-L06425,Certification Readiness Practice Assessment,83,True,3,2026-06-02,AssessmentPlatform
L06426,cert-enterprise-ai-safety,A-L06426,Certification Readiness Practice Assessment,97,True,3,2026-05-14,AssessmentPlatform
L06427,cert-enterprise-ai-safety,A-L06427,Certification Readiness Practice Assessment,64,False,3,2026-04-19,AssessmentPlatform
L06428,cert-enterprise-ai-safety,A-L06428,Certification Readiness Practice Assessment,77,False,1,2026-04-12,AssessmentPlatform
L06429,cert-enterprise-ai-safety,A-L06429,Certification Readiness Practice Assessment,74,False,2,2026-05-03,AssessmentPlatform
L06430,cert-enterprise-ai-safety,A-L06430,Certification Readiness Practice Assessment,94,True,2,2026-04-11,AssessmentPlatform
L06431,cert-enterprise-ai-safety,A-L06431,Certification Readiness Practice Assessment,78,False,3,2026-05-30,AssessmentPlatform
L06432,cert-enterprise-ai-safety,A-L06432,Certification Readiness Practice Assessment,70,False,2,2026-06-02,AssessmentPlatform
L06433,cert-enterprise-ai-safety,A-L06433,Certification Readiness Practice Assessment,73,False,2,2026-04-17,AssessmentPlatform
L06434,cert-enterprise-ai-safety,A-L06434,Certification Readiness Practice Assessment,58,False,3,2026-05-08,AssessmentPlatform
L06435,cert-enterprise-ai-safety,A-L06435,Certification Readiness Practice Assessment,92,True,3,2026-04-30,AssessmentPlatform
L06436,cert-enterprise-ai-safety,A-L06436,Certification Readiness Practice Assessment,72,False,3,2026-06-04,AssessmentPlatform
L06437,cert-enterprise-ai-safety,A-L06437,Certification Readiness Practice Assessment,60,False,2,2026-05-21,AssessmentPlatform
L06438,cert-enterprise-ai-safety,A-L06438,Certification Readiness Practice Assessment,95,True,1,2026-04-20,AssessmentPlatform
L06439,cert-enterprise-ai-safety,A-L06439,Certification Readiness Practice Assessment,87,True,2,2026-04-28,AssessmentPlatform
L06440,cert-enterprise-ai-safety,A-L06440,Certification Readiness Practice Assessment,76,False,3,2026-05-20,AssessmentPlatform
L06441,cert-enterprise-ai-safety,A-L06441,Certification Readiness Practice Assessment,87,True,1,2026-04-16,AssessmentPlatform
L06442,cert-enterprise-ai-safety,A-L06442,Certification Readiness Practice Assessment,97,True,1,2026-05-18,AssessmentPlatform
L06443,cert-enterprise-ai-safety,A-L06443,Certification Readiness Practice Assessment,99,True,2,2026-04-27,AssessmentPlatform
L06444,cert-enterprise-ai-safety,A-L06444,Certification Readiness Practice Assessment,82,True,1,2026-04-28,AssessmentPlatform
L06445,cert-enterprise-ai-safety,A-L06445,Certification Readiness Practice Assessment,93,True,1,2026-04-21,AssessmentPlatform
L06446,cert-enterprise-ai-safety,A-L06446,Certification Readiness Practice Assessment,86,True,3,2026-04-08,AssessmentPlatform
L06447,cert-enterprise-ai-safety,A-L06447,Certification Readiness Practice Assessment,72,False,1,2026-04-16,AssessmentPlatform
L06448,cert-enterprise-ai-safety,A-L06448,Certification Readiness Practice Assessment,73,False,2,2026-05-30,AssessmentPlatform
L06449,cert-enterprise-ai-safety,A-L06449,Certification Readiness Practice Assessment,71,False,3,2026-04-11,AssessmentPlatform
L06450,cert-enterprise-ai-safety,A-L06450,Certification Readiness Practice Assessment,63,False,3,2026-05-26,AssessmentPlatform
L06451,cert-enterprise-ai-safety,A-L06451,Certification Readiness Practice Assessment,100,True,3,2026-05-07,AssessmentPlatform
L06452,cert-enterprise-ai-safety,A-L06452,Certification Readiness Practice Assessment,57,False,3,2026-04-16,AssessmentPlatform
L06453,cert-enterprise-ai-safety,A-L06453,Certification Readiness Practice Assessment,83,True,2,2026-05-25,AssessmentPlatform
L06454,cert-enterprise-ai-safety,A-L06454,Certification Readiness Practice Assessment,85,True,3,2026-06-01,AssessmentPlatform
L06455,cert-enterprise-ai-safety,A-L06455,Certification Readiness Practice Assessment,73,False,3,2026-05-19,AssessmentPlatform
L06456,cert-enterprise-ai-safety,A-L06456,Certification Readiness Practice Assessment,73,False,2,2026-04-25,AssessmentPlatform
L06457,cert-enterprise-ai-safety,A-L06457,Certification Readiness Practice Assessment,60,False,2,2026-04-29,AssessmentPlatform
L06458,cert-enterprise-ai-safety,A-L06458,Certification Readiness Practice Assessment,93,True,1,2026-06-02,AssessmentPlatform
L06459,cert-enterprise-ai-safety,A-L06459,Certification Readiness Practice Assessment,61,False,1,2026-06-03,AssessmentPlatform
L06460,cert-enterprise-ai-safety,A-L06460,Certification Readiness Practice Assessment,83,True,2,2026-04-18,AssessmentPlatform
L06461,cert-enterprise-ai-safety,A-L06461,Certification Readiness Practice Assessment,89,True,3,2026-05-19,AssessmentPlatform
L06462,cert-enterprise-ai-safety,A-L06462,Certification Readiness Practice Assessment,63,False,2,2026-04-22,AssessmentPlatform
L06463,cert-enterprise-ai-safety,A-L06463,Certification Readiness Practice Assessment,84,True,2,2026-05-30,AssessmentPlatform
L06464,cert-enterprise-ai-safety,A-L06464,Certification Readiness Practice Assessment,96,True,1,2026-05-29,AssessmentPlatform
L06465,cert-enterprise-ai-safety,A-L06465,Certification Readiness Practice Assessment,94,True,2,2026-04-10,AssessmentPlatform
L06466,cert-enterprise-ai-safety,A-L06466,Certification Readiness Practice Assessment,55,False,1,2026-04-16,AssessmentPlatform
L06467,cert-enterprise-ai-safety,A-L06467,Certification Readiness Practice Assessment,60,False,2,2026-06-01,AssessmentPlatform
L06468,cert-enterprise-ai-safety,A-L06468,Certification Readiness Practice Assessment,67,False,1,2026-05-26,AssessmentPlatform
L06469,cert-enterprise-ai-safety,A-L06469,Certification Readiness Practice Assessment,80,True,1,2026-05-11,AssessmentPlatform
