learner_id,certification_id,manager_id,approval_status,approved_on,source_system
L04919,cert-enterprise-ai-safety,M023,approved,2026-05-10,ManagerPortal
L04920,cert-enterprise-ai-safety,M002,pending,,ManagerPortal
L04921,cert-enterprise-ai-safety,M074,approved,2026-05-26,ManagerPortal
L04922,cert-enterprise-ai-safety,M051,approved,2026-05-13,ManagerPortal
L04923,cert-enterprise-ai-safety,M060,approved,2026-05-06,ManagerPortal
L04924,cert-enterprise-ai-safety,M066,approved,2026-06-04,ManagerPortal
L04925,cert-enterprise-ai-safety,M065,approved,2026-05-12,ManagerPortal
L04926,cert-enterprise-ai-safety,M005,approved,2026-05-05,ManagerPortal
L04927,cert-enterprise-ai-safety,M059,approved,2026-05-08,ManagerPortal
L04928,cert-enterprise-ai-safety,M023,approved,2026-05-05,ManagerPortal
L04929,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L04930,cert-enterprise-ai-safety,M037,approved,2026-04-26,ManagerPortal
L04931,cert-enterprise-ai-safety,M078,approved,2026-05-14,ManagerPortal
L04932,cert-enterprise-ai-safety,M075,approved,2026-05-21,ManagerPortal
L04933,cert-enterprise-ai-safety,M077,pending,,ManagerPortal
L04934,cert-enterprise-ai-safety,M010,approved,2026-05-08,ManagerPortal
L04935,cert-enterprise-ai-safety,M007,approved,2026-06-06,ManagerPortal
L04936,cert-enterprise-ai-safety,M035,pending,,ManagerPortal
L04937,cert-enterprise-ai-safety,M079,pending,,ManagerPortal
L04938,cert-enterprise-ai-safety,M023,approved,2026-04-24,ManagerPortal
L04939,cert-enterprise-ai-safety,M075,approved,2026-05-07,ManagerPortal
L04940,cert-enterprise-ai-safety,M034,approved,2026-05-01,ManagerPortal
L04941,cert-enterprise-ai-safety,M052,pending,,ManagerPortal
L04942,cert-enterprise-ai-safety,M047,approved,2026-05-22,ManagerPortal
L04943,cert-enterprise-ai-safety,M060,approved,2026-04-29,ManagerPortal
L04944,cert-enterprise-ai-safety,M074,approved,2026-05-17,ManagerPortal
L04945,cert-enterprise-ai-safety,M059,approved,2026-04-27,ManagerPortal
L04946,cert-enterprise-ai-safety,M016,approved,2026-05-05,ManagerPortal
L04947,cert-enterprise-ai-safety,M019,approved,2026-05-21,ManagerPortal
L04948,cert-enterprise-ai-safety,M019,approved,2026-05-15,ManagerPortal
L04949,cert-enterprise-ai-safety,M006,pending,,ManagerPortal
L04950,cert-enterprise-ai-safety,M074,pending,,ManagerPortal
L04951,cert-enterprise-ai-safety,M030,approved,2026-05-02,ManagerPortal
L04952,cert-enterprise-ai-safety,M038,approved,2026-05-31,ManagerPortal
L04953,cert-enterprise-ai-safety,M068,approved,2026-05-11,ManagerPortal
L04954,cert-enterprise-ai-safety,M012,approved,2026-05-27,ManagerPortal
L04955,cert-enterprise-ai-safety,M003,approved,2026-05-26,ManagerPortal
L04956,cert-enterprise-ai-safety,M023,approved,2026-05-25,ManagerPortal
L04957,cert-enterprise-ai-safety,M074,approved,2026-06-01,ManagerPortal
L04958,cert-enterprise-ai-safety,M053,approved,2026-04-29,ManagerPortal
L04959,cert-enterprise-ai-safety,M009,pending,,ManagerPortal
L04960,cert-enterprise-ai-safety,M011,approved,2026-06-01,ManagerPortal
L04961,cert-enterprise-ai-safety,M023,approved,2026-05-22,ManagerPortal
L04962,cert-enterprise-ai-safety,M030,approved,2026-04-26,ManagerPortal
L04963,cert-enterprise-ai-safety,M054,approved,2026-05-29,ManagerPortal
L04964,cert-enterprise-ai-safety,M039,pending,,ManagerPortal
L04965,cert-enterprise-ai-safety,M026,approved,2026-05-16,ManagerPortal
L04966,cert-enterprise-ai-safety,M069,approved,2026-05-26,ManagerPortal
L04967,cert-enterprise-ai-safety,M073,approved,2026-06-01,ManagerPortal
L04968,cert-enterprise-ai-safety,M054,pending,,ManagerPortal
L04969,cert-enterprise-ai-safety,M037,approved,2026-05-11,ManagerPortal
L04970,cert-enterprise-ai-safety,M012,approved,2026-05-06,ManagerPortal
L04971,cert-enterprise-ai-safety,M013,approved,2026-05-05,ManagerPortal
L04972,cert-enterprise-ai-safety,M017,approved,2026-05-21,ManagerPortal
L04973,cert-enterprise-ai-safety,M005,pending,,ManagerPortal
L04974,cert-enterprise-ai-safety,M046,approved,2026-05-06,ManagerPortal
L04975,cert-enterprise-ai-safety,M063,approved,2026-05-10,ManagerPortal
L04976,cert-enterprise-ai-safety,M024,approved,2026-05-01,ManagerPortal
L04977,cert-enterprise-ai-safety,M011,approved,2026-06-01,ManagerPortal
L04978,cert-enterprise-ai-safety,M034,approved,2026-05-09,ManagerPortal
L04979,cert-enterprise-ai-safety,M059,approved,2026-05-09,ManagerPortal
L04980,cert-enterprise-ai-safety,M072,approved,2026-05-27,ManagerPortal
L04981,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L04982,cert-enterprise-ai-safety,M022,pending,,ManagerPortal
L04983,cert-enterprise-ai-safety,M028,approved,2026-05-22,ManagerPortal
L04984,cert-enterprise-ai-safety,M071,pending,,ManagerPortal
L04985,cert-enterprise-ai-safety,M029,pending,,ManagerPortal
L04986,cert-enterprise-ai-safety,M045,pending,,ManagerPortal
L04987,cert-enterprise-ai-safety,M045,pending,,ManagerPortal
L04988,cert-enterprise-ai-safety,M019,approved,2026-06-04,ManagerPortal
L04989,cert-enterprise-ai-safety,M073,approved,2026-05-14,ManagerPortal
L04990,cert-enterprise-ai-safety,M020,approved,2026-05-17,ManagerPortal
L04991,cert-enterprise-ai-safety,M053,approved,2026-05-19,ManagerPortal
L04992,cert-enterprise-ai-safety,M055,approved,2026-06-01,ManagerPortal
L04993,cert-enterprise-ai-safety,M039,pending,,ManagerPortal
L04994,cert-enterprise-ai-safety,M035,approved,2026-04-25,ManagerPortal
L04995,cert-enterprise-ai-safety,M076,pending,,ManagerPortal
L04996,cert-enterprise-ai-safety,M032,approved,2026-04-30,ManagerPortal
L04997,cert-enterprise-ai-safety,M028,pending,,ManagerPortal
L04998,cert-enterprise-ai-safety,M043,approved,2026-05-09,ManagerPortal
L04999,cert-enterprise-ai-safety,M027,approved,2026-05-24,ManagerPortal
L05000,cert-enterprise-ai-safety,M055,approved,2026-04-28,ManagerPortal
L05001,cert-enterprise-ai-safety,M027,approved,2026-05-14,ManagerPortal
L05002,cert-enterprise-ai-safety,M061,pending,,ManagerPortal
L05003,cert-enterprise-ai-safety,M004,approved,2026-06-04,ManagerPortal
L05004,cert-enterprise-ai-safety,M062,approved,2026-06-05,ManagerPortal
L05005,cert-enterprise-ai-safety,M004,approved,2026-05-02,ManagerPortal
L05006,cert-enterprise-ai-safety,M062,approved,2026-05-02,ManagerPortal
L05007,cert-enterprise-ai-safety,M046,approved,2026-05-09,ManagerPortal
L05008,cert-enterprise-ai-safety,M048,approved,2026-04-30,ManagerPortal
L05009,cert-enterprise-ai-safety,M032,approved,2026-06-02,ManagerPortal
L05010,cert-enterprise-ai-safety,M067,approved,2026-05-06,ManagerPortal
L05011,cert-enterprise-ai-safety,M049,approved,2026-05-13,ManagerPortal
L05012,cert-enterprise-ai-safety,M025,approved,2026-05-14,ManagerPortal
L05013,cert-enterprise-ai-safety,M049,approved,2026-05-05,ManagerPortal
L05014,cert-enterprise-ai-safety,M040,approved,2026-05-07,ManagerPortal
L05015,cert-enterprise-ai-safety,M030,pending,,ManagerPortal
L05016,cert-enterprise-ai-safety,M032,pending,,ManagerPortal
L05017,cert-enterprise-ai-safety,M048,approved,2026-05-14,ManagerPortal
L05018,cert-enterprise-ai-safety,M042,approved,2026-05-23,ManagerPortal
L05019,cert-enterprise-ai-safety,M029,approved,2026-05-15,ManagerPortal
L05020,cert-enterprise-ai-safety,M048,approved,2026-05-14,ManagerPortal
L05021,cert-enterprise-ai-safety,M052,pending,,ManagerPortal
L05022,cert-enterprise-ai-safety,M063,approved,2026-05-20,ManagerPortal
L05023,cert-enterprise-ai-safety,M029,approved,2026-05-14,ManagerPortal
L05024,cert-enterprise-ai-safety,M080,approved,2026-05-23,ManagerPortal
L05025,cert-enterprise-ai-safety,M008,approved,2026-05-25,ManagerPortal
L05026,cert-enterprise-ai-safety,M075,approved,2026-05-07,ManagerPortal
L05027,cert-enterprise-ai-safety,M071,approved,2026-05-26,ManagerPortal
L05028,cert-enterprise-ai-safety,M059,approved,2026-06-01,ManagerPortal
L05029,cert-enterprise-ai-safety,M035,approved,2026-05-21,ManagerPortal
L05030,cert-enterprise-ai-safety,M047,approved,2026-05-27,ManagerPortal
L05031,cert-enterprise-ai-safety,M066,approved,2026-06-04,ManagerPortal
L05032,cert-enterprise-ai-safety,M032,approved,2026-05-30,ManagerPortal
L05033,cert-enterprise-ai-safety,M024,pending,,ManagerPortal
L05034,cert-enterprise-ai-safety,M030,approved,2026-05-05,ManagerPortal
L05035,cert-enterprise-ai-safety,M055,approved,2026-05-09,ManagerPortal
L05036,cert-enterprise-ai-safety,M012,approved,2026-05-24,ManagerPortal
L05037,cert-enterprise-ai-safety,M037,approved,2026-04-28,ManagerPortal
L05038,cert-enterprise-ai-safety,M057,pending,,ManagerPortal
L05039,cert-enterprise-ai-safety,M025,approved,2026-05-16,ManagerPortal
L05040,cert-enterprise-ai-safety,M015,approved,2026-05-11,ManagerPortal
L05041,cert-enterprise-ai-safety,M002,approved,2026-05-01,ManagerPortal
L05042,cert-enterprise-ai-safety,M063,approved,2026-04-26,ManagerPortal
L05043,cert-enterprise-ai-safety,M036,approved,2026-05-30,ManagerPortal
L05044,cert-enterprise-ai-safety,M008,approved,2026-05-26,ManagerPortal
L05045,cert-enterprise-ai-safety,M048,approved,2026-04-27,ManagerPortal
L05046,cert-enterprise-ai-safety,M065,pending,,ManagerPortal
L05047,cert-enterprise-ai-safety,M059,approved,2026-05-03,ManagerPortal
L05048,cert-enterprise-ai-safety,M004,approved,2026-05-23,ManagerPortal
L05049,cert-enterprise-ai-safety,M038,approved,2026-04-29,ManagerPortal
L05050,cert-enterprise-ai-safety,M040,pending,,ManagerPortal
L05051,cert-enterprise-ai-safety,M044,approved,2026-04-28,ManagerPortal
L05052,cert-enterprise-ai-safety,M021,approved,2026-05-06,ManagerPortal
L05053,cert-enterprise-ai-safety,M041,approved,2026-05-06,ManagerPortal
L05054,cert-enterprise-ai-safety,M079,approved,2026-06-05,ManagerPortal
L05055,cert-enterprise-ai-safety,M059,approved,2026-05-02,ManagerPortal
L05056,cert-enterprise-ai-safety,M063,approved,2026-05-11,ManagerPortal
L05057,cert-enterprise-ai-safety,M032,approved,2026-05-29,ManagerPortal
L05058,cert-enterprise-ai-safety,M035,approved,2026-05-12,ManagerPortal
L05059,cert-enterprise-ai-safety,M043,approved,2026-05-25,ManagerPortal
L05060,cert-enterprise-ai-safety,M025,approved,2026-05-27,ManagerPortal
L05061,cert-enterprise-ai-safety,M007,approved,2026-05-21,ManagerPortal
L05062,cert-enterprise-ai-safety,M035,approved,2026-05-31,ManagerPortal
L05063,cert-enterprise-ai-safety,M043,approved,2026-05-18,ManagerPortal
L05064,cert-enterprise-ai-safety,M072,approved,2026-04-23,ManagerPortal
L05065,cert-enterprise-ai-safety,M012,approved,2026-06-05,ManagerPortal
L05066,cert-enterprise-ai-safety,M058,approved,2026-05-26,ManagerPortal
L05067,cert-enterprise-ai-safety,M033,approved,2026-05-21,ManagerPortal
L05068,cert-enterprise-ai-safety,M079,approved,2026-05-28,ManagerPortal
L05069,cert-enterprise-ai-safety,M025,approved,2026-05-15,ManagerPortal
L05070,cert-enterprise-ai-safety,M028,approved,2026-06-01,ManagerPortal
L05071,cert-enterprise-ai-safety,M018,approved,2026-05-16,ManagerPortal
L05072,cert-enterprise-ai-safety,M056,approved,2026-05-25,ManagerPortal
L05073,cert-enterprise-ai-safety,M020,approved,2026-05-18,ManagerPortal
L05074,cert-enterprise-ai-safety,M063,approved,2026-05-25,ManagerPortal
L05075,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L05076,cert-enterprise-ai-safety,M020,approved,2026-06-04,ManagerPortal
L05077,cert-enterprise-ai-safety,M025,approved,2026-05-14,ManagerPortal
L05078,cert-enterprise-ai-safety,M044,approved,2026-04-30,ManagerPortal
L05079,cert-enterprise-ai-safety,M026,approved,2026-05-16,ManagerPortal
L05080,cert-enterprise-ai-safety,M067,pending,,ManagerPortal
L05081,cert-enterprise-ai-safety,M055,approved,2026-04-29,ManagerPortal
L05082,cert-enterprise-ai-safety,M063,approved,2026-05-16,ManagerPortal
L05083,cert-enterprise-ai-safety,M029,approved,2026-05-21,ManagerPortal
L05084,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L05085,cert-enterprise-ai-safety,M016,approved,2026-05-07,ManagerPortal
L05086,cert-enterprise-ai-safety,M031,approved,2026-05-10,ManagerPortal
L05087,cert-enterprise-ai-safety,M004,approved,2026-05-29,ManagerPortal
L05088,cert-enterprise-ai-safety,M045,approved,2026-04-25,ManagerPortal
L05089,cert-enterprise-ai-safety,M031,approved,2026-05-26,ManagerPortal
L05090,cert-enterprise-ai-safety,M067,approved,2026-05-24,ManagerPortal
L05091,cert-enterprise-ai-safety,M029,pending,,ManagerPortal
L05092,cert-enterprise-ai-safety,M033,approved,2026-05-30,ManagerPortal
L05093,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L05094,cert-enterprise-ai-safety,M036,approved,2026-06-04,ManagerPortal
L05095,cert-enterprise-ai-safety,M024,approved,2026-05-24,ManagerPortal
L05096,cert-enterprise-ai-safety,M068,pending,,ManagerPortal
L05097,cert-enterprise-ai-safety,M036,approved,2026-05-04,ManagerPortal
L05098,cert-enterprise-ai-safety,M055,pending,,ManagerPortal
L05099,cert-enterprise-ai-safety,M010,approved,2026-05-11,ManagerPortal
L05100,cert-enterprise-ai-safety,M037,approved,2026-05-19,ManagerPortal
L05101,cert-enterprise-ai-safety,M077,approved,2026-05-02,ManagerPortal
L05102,cert-enterprise-ai-safety,M019,pending,,ManagerPortal
L05103,cert-enterprise-ai-safety,M047,approved,2026-05-17,ManagerPortal
L05104,cert-enterprise-ai-safety,M034,approved,2026-05-01,ManagerPortal
L05105,cert-enterprise-ai-safety,M066,approved,2026-05-06,ManagerPortal
L05106,cert-enterprise-ai-safety,M064,pending,,ManagerPortal
L05107,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L05108,cert-enterprise-ai-safety,M002,pending,,ManagerPortal
L05109,cert-enterprise-ai-safety,M006,approved,2026-05-16,ManagerPortal
L05110,cert-enterprise-ai-safety,M001,approved,2026-04-25,ManagerPortal
L05111,cert-enterprise-ai-safety,M058,approved,2026-06-03,ManagerPortal
L05112,cert-enterprise-ai-safety,M005,approved,2026-05-02,ManagerPortal
L05113,cert-enterprise-ai-safety,M076,approved,2026-05-30,ManagerPortal
L05114,cert-enterprise-ai-safety,M045,approved,2026-05-01,ManagerPortal
L05115,cert-enterprise-ai-safety,M078,approved,2026-06-05,ManagerPortal
L05116,cert-enterprise-ai-safety,M012,approved,2026-05-20,ManagerPortal
L05117,cert-enterprise-ai-safety,M080,approved,2026-05-30,ManagerPortal
L05118,cert-enterprise-ai-safety,M019,approved,2026-04-23,ManagerPortal
L05119,cert-enterprise-ai-safety,M005,approved,2026-05-13,ManagerPortal
L05120,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L05121,cert-enterprise-ai-safety,M079,approved,2026-05-06,ManagerPortal
L05122,cert-enterprise-ai-safety,M044,approved,2026-04-30,ManagerPortal
L05123,cert-enterprise-ai-safety,M018,approved,2026-06-05,ManagerPortal
L05124,cert-enterprise-ai-safety,M022,approved,2026-05-20,ManagerPortal
L05125,cert-enterprise-ai-safety,M062,approved,2026-06-02,ManagerPortal
L05126,cert-enterprise-ai-safety,M070,approved,2026-06-02,ManagerPortal
L05127,cert-enterprise-ai-safety,M061,approved,2026-06-04,ManagerPortal
L05128,cert-enterprise-ai-safety,M058,approved,2026-04-25,ManagerPortal
L05129,cert-enterprise-ai-safety,M064,approved,2026-05-20,ManagerPortal
L05130,cert-enterprise-ai-safety,M051,approved,2026-05-29,ManagerPortal
L05131,cert-enterprise-ai-safety,M024,approved,2026-05-30,ManagerPortal
L05132,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L05133,cert-enterprise-ai-safety,M049,approved,2026-05-21,ManagerPortal
L05134,cert-enterprise-ai-safety,M067,approved,2026-05-15,ManagerPortal
L05135,cert-enterprise-ai-safety,M048,approved,2026-04-29,ManagerPortal
L05136,cert-enterprise-ai-safety,M060,approved,2026-05-12,ManagerPortal
L05137,cert-enterprise-ai-safety,M025,pending,,ManagerPortal
L05138,cert-enterprise-ai-safety,M015,approved,2026-05-24,ManagerPortal
L05139,cert-enterprise-ai-safety,M063,approved,2026-04-28,ManagerPortal
L05140,cert-enterprise-ai-safety,M011,pending,,ManagerPortal
L05141,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L05142,cert-enterprise-ai-safety,M061,pending,,ManagerPortal
L05143,cert-enterprise-ai-safety,M002,approved,2026-05-17,ManagerPortal
L05144,cert-enterprise-ai-safety,M004,approved,2026-05-05,ManagerPortal
L05145,cert-enterprise-ai-safety,M027,pending,,ManagerPortal
L05146,cert-enterprise-ai-safety,M004,approved,2026-04-28,ManagerPortal
L05147,cert-enterprise-ai-safety,M049,pending,,ManagerPortal
L05148,cert-enterprise-ai-safety,M029,approved,2026-05-07,ManagerPortal
L05149,cert-enterprise-ai-safety,M037,pending,,ManagerPortal
L05150,cert-enterprise-ai-safety,M047,pending,,ManagerPortal
L05151,cert-enterprise-ai-safety,M053,approved,2026-06-06,ManagerPortal
L05152,cert-enterprise-ai-safety,M080,approved,2026-05-13,ManagerPortal
L05153,cert-enterprise-ai-safety,M032,approved,2026-05-08,ManagerPortal
L05154,cert-enterprise-ai-safety,M017,approved,2026-04-24,ManagerPortal
L05155,cert-enterprise-ai-safety,M028,approved,2026-05-09,ManagerPortal
L05156,cert-enterprise-ai-safety,M057,approved,2026-04-30,ManagerPortal
L05157,cert-enterprise-ai-safety,M076,approved,2026-05-21,ManagerPortal
L05158,cert-enterprise-ai-safety,M015,approved,2026-05-25,ManagerPortal
L05159,cert-enterprise-ai-safety,M002,approved,2026-05-21,ManagerPortal
L05160,cert-enterprise-ai-safety,M063,approved,2026-05-11,ManagerPortal
L05161,cert-enterprise-ai-safety,M050,approved,2026-04-30,ManagerPortal
L05162,cert-enterprise-ai-safety,M050,approved,2026-05-18,ManagerPortal
L05163,cert-enterprise-ai-safety,M026,approved,2026-05-24,ManagerPortal
L05164,cert-enterprise-ai-safety,M048,approved,2026-04-26,ManagerPortal
L05165,cert-enterprise-ai-safety,M060,approved,2026-05-13,ManagerPortal
L05166,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L05167,cert-enterprise-ai-safety,M017,approved,2026-04-24,ManagerPortal
L05168,cert-enterprise-ai-safety,M044,pending,,ManagerPortal
L05169,cert-enterprise-ai-safety,M034,approved,2026-04-24,ManagerPortal
L05170,cert-enterprise-ai-safety,M067,approved,2026-05-10,ManagerPortal
L05171,cert-enterprise-ai-safety,M015,approved,2026-05-02,ManagerPortal
L05172,cert-enterprise-ai-safety,M029,approved,2026-05-15,ManagerPortal
L05173,cert-enterprise-ai-safety,M040,pending,,ManagerPortal
L05174,cert-enterprise-ai-safety,M010,approved,2026-05-13,ManagerPortal
L05175,cert-enterprise-ai-safety,M075,pending,,ManagerPortal
L05176,cert-enterprise-ai-safety,M038,approved,2026-05-07,ManagerPortal
L05177,cert-enterprise-ai-safety,M021,approved,2026-06-05,ManagerPortal
L05178,cert-enterprise-ai-safety,M063,approved,2026-05-03,ManagerPortal
L05179,cert-enterprise-ai-safety,M070,approved,2026-05-31,ManagerPortal
L05180,cert-enterprise-ai-safety,M030,approved,2026-05-29,ManagerPortal
L05181,cert-enterprise-ai-safety,M050,approved,2026-05-15,ManagerPortal
L05182,cert-enterprise-ai-safety,M077,approved,2026-05-06,ManagerPortal
L05183,cert-enterprise-ai-safety,M043,approved,2026-05-21,ManagerPortal
L05184,cert-enterprise-ai-safety,M003,approved,2026-05-10,ManagerPortal
L05185,cert-enterprise-ai-safety,M034,pending,,ManagerPortal
L05186,cert-enterprise-ai-safety,M063,pending,,ManagerPortal
L05187,cert-enterprise-ai-safety,M066,approved,2026-05-18,ManagerPortal
L05188,cert-enterprise-ai-safety,M052,approved,2026-05-13,ManagerPortal
L05189,cert-enterprise-ai-safety,M038,approved,2026-05-05,ManagerPortal
L05190,cert-enterprise-ai-safety,M060,approved,2026-05-18,ManagerPortal
L05191,cert-enterprise-ai-safety,M063,approved,2026-06-06,ManagerPortal
L05192,cert-enterprise-ai-safety,M070,pending,,ManagerPortal
L05193,cert-enterprise-ai-safety,M035,approved,2026-05-04,ManagerPortal
L05194,cert-enterprise-ai-safety,M071,approved,2026-05-19,ManagerPortal
L05195,cert-enterprise-ai-safety,M024,approved,2026-04-24,ManagerPortal
L05196,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L05197,cert-enterprise-ai-safety,M041,pending,,ManagerPortal
L05198,cert-enterprise-ai-safety,M059,pending,,ManagerPortal
L05199,cert-enterprise-ai-safety,M063,approved,2026-05-15,ManagerPortal
L05200,cert-enterprise-ai-safety,M028,approved,2026-05-25,ManagerPortal
L05201,cert-enterprise-ai-safety,M006,pending,,ManagerPortal
L05202,cert-enterprise-ai-safety,M051,approved,2026-06-03,ManagerPortal
L05203,cert-enterprise-ai-safety,M069,approved,2026-05-16,ManagerPortal
L05204,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L05205,cert-enterprise-ai-safety,M042,approved,2026-05-24,ManagerPortal
L05206,cert-enterprise-ai-safety,M023,pending,,ManagerPortal
L05207,cert-enterprise-ai-safety,M001,pending,,ManagerPortal
L05208,cert-enterprise-ai-safety,M016,pending,,ManagerPortal
L05209,cert-enterprise-ai-safety,M035,approved,2026-05-09,ManagerPortal
L05210,cert-enterprise-ai-safety,M010,approved,2026-05-28,ManagerPortal
L05211,cert-enterprise-ai-safety,M002,approved,2026-05-26,ManagerPortal
L05212,cert-enterprise-ai-safety,M023,approved,2026-05-26,ManagerPortal
L05213,cert-enterprise-ai-safety,M019,approved,2026-05-08,ManagerPortal
L05214,cert-enterprise-ai-safety,M027,approved,2026-05-11,ManagerPortal
L05215,cert-enterprise-ai-safety,M018,pending,,ManagerPortal
L05216,cert-enterprise-ai-safety,M063,approved,2026-05-20,ManagerPortal
L05217,cert-enterprise-ai-safety,M031,approved,2026-06-01,ManagerPortal
L05218,cert-enterprise-ai-safety,M034,approved,2026-06-03,ManagerPortal
L05219,cert-enterprise-ai-safety,M035,approved,2026-05-30,ManagerPortal
L05220,cert-enterprise-ai-safety,M042,approved,2026-06-04,ManagerPortal
L05221,cert-enterprise-ai-safety,M071,approved,2026-05-08,ManagerPortal
L05222,cert-enterprise-ai-safety,M052,approved,2026-05-20,ManagerPortal
L05223,cert-enterprise-ai-safety,M061,approved,2026-05-24,ManagerPortal
L05224,cert-enterprise-ai-safety,M079,approved,2026-05-04,ManagerPortal
L05225,cert-enterprise-ai-safety,M001,approved,2026-05-12,ManagerPortal
L05226,cert-enterprise-ai-safety,M077,approved,2026-05-19,ManagerPortal
L05227,cert-enterprise-ai-safety,M058,approved,2026-05-05,ManagerPortal
L05228,cert-enterprise-ai-safety,M033,approved,2026-05-21,ManagerPortal
L05229,cert-enterprise-ai-safety,M038,approved,2026-04-30,ManagerPortal
L05230,cert-enterprise-ai-safety,M066,pending,,ManagerPortal
L05231,cert-enterprise-ai-safety,M048,approved,2026-06-03,ManagerPortal
L05232,cert-enterprise-ai-safety,M021,approved,2026-04-29,ManagerPortal
L05233,cert-enterprise-ai-safety,M027,approved,2026-05-13,ManagerPortal
L05234,cert-enterprise-ai-safety,M064,pending,,ManagerPortal
L05235,cert-enterprise-ai-safety,M005,approved,2026-05-17,ManagerPortal
L05236,cert-enterprise-ai-safety,M052,pending,,ManagerPortal
L05237,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L05238,cert-enterprise-ai-safety,M070,approved,2026-06-04,ManagerPortal
L05239,cert-enterprise-ai-safety,M072,pending,,ManagerPortal
L05240,cert-enterprise-ai-safety,M061,approved,2026-06-03,ManagerPortal
L05241,cert-enterprise-ai-safety,M032,approved,2026-05-19,ManagerPortal
L05242,cert-enterprise-ai-safety,M037,approved,2026-04-28,ManagerPortal
L05243,cert-enterprise-ai-safety,M053,pending,,ManagerPortal
L05244,cert-enterprise-ai-safety,M029,approved,2026-05-06,ManagerPortal
L05245,cert-enterprise-ai-safety,M075,approved,2026-05-24,ManagerPortal
L05246,cert-enterprise-ai-safety,M052,approved,2026-05-08,ManagerPortal
L05247,cert-enterprise-ai-safety,M035,approved,2026-05-02,ManagerPortal
L05248,cert-enterprise-ai-safety,M061,approved,2026-04-27,ManagerPortal
L05249,cert-enterprise-ai-safety,M038,approved,2026-05-19,ManagerPortal
L05250,cert-enterprise-ai-safety,M039,approved,2026-05-24,ManagerPortal
L05251,cert-enterprise-ai-safety,M014,pending,,ManagerPortal
L05252,cert-enterprise-ai-safety,M061,approved,2026-05-24,ManagerPortal
L05253,cert-enterprise-ai-safety,M065,approved,2026-05-10,ManagerPortal
L05254,cert-enterprise-ai-safety,M028,approved,2026-05-26,ManagerPortal
L05255,cert-enterprise-ai-safety,M062,approved,2026-05-28,ManagerPortal
L05256,cert-enterprise-ai-safety,M047,approved,2026-06-02,ManagerPortal
L05257,cert-enterprise-ai-safety,M037,approved,2026-05-22,ManagerPortal
L05258,cert-enterprise-ai-safety,M032,approved,2026-06-01,ManagerPortal
L05259,cert-enterprise-ai-safety,M056,pending,,ManagerPortal
L05260,cert-enterprise-ai-safety,M071,pending,,ManagerPortal
L05261,cert-enterprise-ai-safety,M046,pending,,ManagerPortal
L05262,cert-enterprise-ai-safety,M035,pending,,ManagerPortal
L05263,cert-enterprise-ai-safety,M010,approved,2026-04-30,ManagerPortal
L05264,cert-enterprise-ai-safety,M070,approved,2026-04-25,ManagerPortal
L05265,cert-enterprise-ai-safety,M032,approved,2026-05-09,ManagerPortal
L05266,cert-enterprise-ai-safety,M041,approved,2026-05-12,ManagerPortal
L05267,cert-enterprise-ai-safety,M079,approved,2026-06-03,ManagerPortal
L05268,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
L05269,cert-enterprise-ai-safety,M070,approved,2026-05-08,ManagerPortal
L05270,cert-enterprise-ai-safety,M058,approved,2026-06-02,ManagerPortal
L05271,cert-enterprise-ai-safety,M069,approved,2026-05-06,ManagerPortal
L05272,cert-enterprise-ai-safety,M009,pending,,ManagerPortal
L05273,cert-enterprise-ai-safety,M001,approved,2026-05-28,ManagerPortal
L05274,cert-enterprise-ai-safety,M020,approved,2026-05-16,ManagerPortal
L05275,cert-enterprise-ai-safety,M062,approved,2026-05-26,ManagerPortal
L05276,cert-enterprise-ai-safety,M046,pending,,ManagerPortal
L05277,cert-enterprise-ai-safety,M036,pending,,ManagerPortal
L05278,cert-enterprise-ai-safety,M012,approved,2026-05-29,ManagerPortal
L05279,cert-enterprise-ai-safety,M012,approved,2026-05-25,ManagerPortal
L05280,cert-enterprise-ai-safety,M052,pending,,ManagerPortal
L05281,cert-enterprise-ai-safety,M053,approved,2026-06-05,ManagerPortal
L05282,cert-enterprise-ai-safety,M067,pending,,ManagerPortal
L05283,cert-enterprise-ai-safety,M064,approved,2026-05-13,ManagerPortal
L05284,cert-enterprise-ai-safety,M008,approved,2026-04-27,ManagerPortal
L05285,cert-enterprise-ai-safety,M040,pending,,ManagerPortal
L05286,cert-enterprise-ai-safety,M074,pending,,ManagerPortal
L05287,cert-enterprise-ai-safety,M007,pending,,ManagerPortal
L05288,cert-enterprise-ai-safety,M063,approved,2026-05-22,ManagerPortal
L05289,cert-enterprise-ai-safety,M015,pending,,ManagerPortal
