customer_id,customer_name,region,segment,annual_recurring_revenue,created_at
C0762,Northstar Synthetic 762,Asia Pacific,Growth,70000,2023-02-28
C0763,Northstar Synthetic 763,North America,Enterprise,62000,2023-10-29
C0764,Northstar Synthetic 764,Europe,Mid-Market,104000,2024-05-17
C0765,Northstar Synthetic 765,Asia Pacific,Growth,131000,2024-08-17
C0766,Northstar Synthetic 766,North America,Enterprise,43000,2023-03-03
C0767,Northstar Synthetic 767,Europe,Mid-Market,39000,2023-04-05
C0768,Northstar Synthetic 768,Asia Pacific,Growth,89000,2024-08-23
C0769,Northstar Synthetic 769,North America,Enterprise,46000,2022-11-26
C0770,Northstar Synthetic 770,Europe,Mid-Market,149000,2023-01-13
C0771,Northstar Synthetic 771,Asia Pacific,Growth,47000,2023-04-11
C0772,Northstar Synthetic 772,North America,Enterprise,166000,2023-04-09
C0773,Northstar Synthetic 773,Europe,Mid-Market,37000,2024-03-23
C0774,Northstar Synthetic 774,Asia Pacific,Growth,117000,2023-06-10
C0775,Northstar Synthetic 775,North America,Enterprise,133000,2023-10-23
C0776,Northstar Synthetic 776,Europe,Mid-Market,43000,2023-09-08
C0777,Northstar Synthetic 777,Asia Pacific,Growth,132000,2023-05-10
C0778,Northstar Synthetic 778,North America,Enterprise,135000,2025-03-26
C0779,Northstar Synthetic 779,Europe,Mid-Market,41000,2023-10-24
C0780,Northstar Synthetic 780,Asia Pacific,Growth,40000,2023-01-22
C0781,Northstar Synthetic 781,North America,Enterprise,174000,2023-09-03
C0782,Northstar Synthetic 782,Europe,Mid-Market,57000,2023-08-05
C0783,Northstar Synthetic 783,Asia Pacific,Growth,123000,2023-10-16
C0784,Northstar Synthetic 784,North America,Enterprise,112000,2023-01-25
C0785,Northstar Synthetic 785,Europe,Mid-Market,97000,2023-08-18
C0786,Northstar Synthetic 786,Asia Pacific,Growth,227000,2023-12-04
C0787,Northstar Synthetic 787,North America,Enterprise,171000,2024-02-20
C0788,Northstar Synthetic 788,Europe,Mid-Market,160000,2024-10-04
C0789,Northstar Synthetic 789,Asia Pacific,Growth,85000,2024-08-07
C0790,Northstar Synthetic 790,North America,Enterprise,191000,2023-05-22
C0791,Northstar Synthetic 791,Europe,Mid-Market,216000,2023-06-23
C0792,Northstar Synthetic 792,Asia Pacific,Growth,87000,2024-09-28
C0793,Northstar Synthetic 793,North America,Enterprise,39000,2024-05-30
C0794,Northstar Synthetic 794,Europe,Mid-Market,201000,2024-05-15
C0795,Northstar Synthetic 795,Asia Pacific,Growth,137000,2024-05-20
C0796,Northstar Synthetic 796,North America,Enterprise,136000,2023-05-02
C0797,Northstar Synthetic 797,Europe,Mid-Market,147000,2023-03-24
C0798,Northstar Synthetic 798,Asia Pacific,Growth,40000,2025-01-13
C0799,Northstar Synthetic 799,North America,Enterprise,54000,2024-07-15
C0800,Northstar Synthetic 800,Europe,Mid-Market,93000,2024-06-09
C0801,Northstar Synthetic 801,Asia Pacific,Growth,107000,2024-11-24
C0802,Northstar Synthetic 802,North America,Enterprise,116000,2023-11-11
C0803,Northstar Synthetic 803,Europe,Mid-Market,93000,2023-10-29
C0804,Northstar Synthetic 804,Asia Pacific,Growth,227000,2024-12-13
C0805,Northstar Synthetic 805,North America,Enterprise,141000,2023-03-11
C0806,Northstar Synthetic 806,Europe,Mid-Market,174000,2024-10-26
C0807,Northstar Synthetic 807,Asia Pacific,Growth,74000,2022-11-16
C0808,Northstar Synthetic 808,North America,Enterprise,232000,2022-12-05
C0809,Northstar Synthetic 809,Europe,Mid-Market,100000,2024-01-04
C0810,Northstar Synthetic 810,Asia Pacific,Growth,89000,2023-03-01
C0811,Northstar Synthetic 811,North America,Enterprise,102000,2024-07-18
C0812,Northstar Synthetic 812,Europe,Mid-Market,227000,2023-08-13
C0813,Northstar Synthetic 813,Asia Pacific,Growth,27000,2024-06-27
C0814,Northstar Synthetic 814,North America,Enterprise,191000,2024-02-03
C0815,Northstar Synthetic 815,Europe,Mid-Market,47000,2023-09-18
C0816,Northstar Synthetic 816,Asia Pacific,Growth,46000,2023-12-01
C0817,Northstar Synthetic 817,North America,Enterprise,147000,2024-04-17
C0818,Northstar Synthetic 818,Europe,Mid-Market,102000,2023-09-22
C0819,Northstar Synthetic 819,Asia Pacific,Growth,83000,2024-04-27
C0820,Northstar Synthetic 820,North America,Enterprise,90000,2023-12-05
C0821,Northstar Synthetic 821,Europe,Mid-Market,58000,2023-01-27
C0822,Northstar Synthetic 822,Asia Pacific,Growth,206000,2023-09-15
C0823,Northstar Synthetic 823,North America,Enterprise,217000,2022-11-27
C0824,Northstar Synthetic 824,Europe,Mid-Market,202000,2023-10-17
C0825,Northstar Synthetic 825,Asia Pacific,Growth,123000,2023-06-18
C0826,Northstar Synthetic 826,North America,Enterprise,142000,2025-01-29
C0827,Northstar Synthetic 827,Europe,Mid-Market,160000,2023-01-31
C0828,Northstar Synthetic 828,Asia Pacific,Growth,63000,2025-04-05
C0829,Northstar Synthetic 829,North America,Enterprise,61000,2023-12-09
C0830,Northstar Synthetic 830,Europe,Mid-Market,200000,2024-06-27
C0831,Northstar Synthetic 831,Asia Pacific,Growth,193000,2023-04-19
C0832,Northstar Synthetic 832,North America,Enterprise,221000,2023-10-18
C0833,Northstar Synthetic 833,Europe,Mid-Market,198000,2022-12-13
C0834,Northstar Synthetic 834,Asia Pacific,Growth,227000,2023-04-14
C0835,Northstar Synthetic 835,North America,Enterprise,200000,2023-05-26
C0836,Northstar Synthetic 836,Europe,Mid-Market,99000,2024-06-30
C0837,Northstar Synthetic 837,Asia Pacific,Growth,144000,2024-08-05
C0838,Northstar Synthetic 838,North America,Enterprise,34000,2023-08-16
C0839,Northstar Synthetic 839,Europe,Mid-Market,54000,2023-01-22
C0840,Northstar Synthetic 840,Asia Pacific,Growth,221000,2023-03-17
C0841,Northstar Synthetic 841,North America,Enterprise,129000,2024-04-22
C0842,Northstar Synthetic 842,Europe,Mid-Market,90000,2025-01-12
C0843,Northstar Synthetic 843,Asia Pacific,Growth,83000,2023-10-14
C0844,Northstar Synthetic 844,North America,Enterprise,172000,2024-05-25
C0845,Northstar Synthetic 845,Europe,Mid-Market,70000,2022-12-10
C0846,Northstar Synthetic 846,Asia Pacific,Growth,153000,2024-08-06
C0847,Northstar Synthetic 847,North America,Enterprise,165000,2022-12-18
C0848,Northstar Synthetic 848,Europe,Mid-Market,134000,2025-02-06
C0849,Northstar Synthetic 849,Asia Pacific,Growth,113000,2024-09-10
C0850,Northstar Synthetic 850,North America,Enterprise,203000,2023-09-14
C0851,Northstar Synthetic 851,Europe,Mid-Market,123000,2024-09-27
C0852,Northstar Synthetic 852,Asia Pacific,Growth,173000,2024-07-21
C0853,Northstar Synthetic 853,North America,Enterprise,114000,2025-03-27
C0854,Northstar Synthetic 854,Europe,Mid-Market,59000,2024-09-07
C0855,Northstar Synthetic 855,Asia Pacific,Growth,121000,2024-05-30
C0856,Northstar Synthetic 856,North America,Enterprise,188000,2024-09-26
C0857,Northstar Synthetic 857,Europe,Mid-Market,94000,2024-01-01
C0858,Northstar Synthetic 858,Asia Pacific,Growth,195000,2024-11-11
C0859,Northstar Synthetic 859,North America,Enterprise,174000,2024-07-10
C0860,Northstar Synthetic 860,Europe,Mid-Market,29000,2023-11-08
C0861,Northstar Synthetic 861,Asia Pacific,Growth,116000,2023-03-15
C0862,Northstar Synthetic 862,North America,Enterprise,208000,2023-12-16
C0863,Northstar Synthetic 863,Europe,Mid-Market,202000,2025-02-26
C0864,Northstar Synthetic 864,Asia Pacific,Growth,113000,2024-09-26
C0865,Northstar Synthetic 865,North America,Enterprise,25000,2023-09-10
C0866,Northstar Synthetic 866,Europe,Mid-Market,154000,2023-07-31
C0867,Northstar Synthetic 867,Asia Pacific,Growth,234000,2023-01-17
C0868,Northstar Synthetic 868,North America,Enterprise,210000,2024-06-07
C0869,Northstar Synthetic 869,Europe,Mid-Market,153000,2024-12-13
C0870,Northstar Synthetic 870,Asia Pacific,Growth,104000,2024-09-26
C0871,Northstar Synthetic 871,North America,Enterprise,144000,2024-01-23
C0872,Northstar Synthetic 872,Europe,Mid-Market,88000,2024-08-15
C0873,Northstar Synthetic 873,Asia Pacific,Growth,34000,2023-12-19
C0874,Northstar Synthetic 874,North America,Enterprise,102000,2024-05-18
C0875,Northstar Synthetic 875,Europe,Mid-Market,108000,2023-09-07
C0876,Northstar Synthetic 876,Asia Pacific,Growth,142000,2024-10-28
C0877,Northstar Synthetic 877,North America,Enterprise,96000,2025-03-09
C0878,Northstar Synthetic 878,Europe,Mid-Market,225000,2024-12-28
C0879,Northstar Synthetic 879,Asia Pacific,Growth,176000,2024-02-09
C0880,Northstar Synthetic 880,North America,Enterprise,151000,2023-01-04
C0881,Northstar Synthetic 881,Europe,Mid-Market,139000,2025-01-12
C0882,Northstar Synthetic 882,Asia Pacific,Growth,113000,2025-03-14
C0883,Northstar Synthetic 883,North America,Enterprise,35000,2023-10-28
C0884,Northstar Synthetic 884,Europe,Mid-Market,96000,2023-10-05
C0885,Northstar Synthetic 885,Asia Pacific,Growth,54000,2024-04-13
C0886,Northstar Synthetic 886,North America,Enterprise,196000,2024-03-25
C0887,Northstar Synthetic 887,Europe,Mid-Market,138000,2025-04-07
C0888,Northstar Synthetic 888,Asia Pacific,Growth,157000,2024-04-27
C0889,Northstar Synthetic 889,North America,Enterprise,146000,2022-12-10
C0890,Northstar Synthetic 890,Europe,Mid-Market,203000,2023-02-19
C0891,Northstar Synthetic 891,Asia Pacific,Growth,110000,2023-05-21
C0892,Northstar Synthetic 892,North America,Enterprise,183000,2023-04-26
C0893,Northstar Synthetic 893,Europe,Mid-Market,168000,2025-03-08
C0894,Northstar Synthetic 894,Asia Pacific,Growth,80000,2023-09-08
C0895,Northstar Synthetic 895,North America,Enterprise,176000,2024-07-15
C0896,Northstar Synthetic 896,Europe,Mid-Market,123000,2024-06-27
C0897,Northstar Synthetic 897,Asia Pacific,Growth,119000,2023-11-29
C0898,Northstar Synthetic 898,North America,Enterprise,175000,2025-04-08
C0899,Northstar Synthetic 899,Europe,Mid-Market,54000,2023-05-27
C0900,Northstar Synthetic 900,Asia Pacific,Growth,45000,2023-11-20
C0901,Northstar Synthetic 901,North America,Enterprise,110000,2024-04-08
C0902,Northstar Synthetic 902,Europe,Mid-Market,112000,2023-05-14
C0903,Northstar Synthetic 903,Asia Pacific,Growth,24000,2022-12-19
C0904,Northstar Synthetic 904,North America,Enterprise,130000,2023-06-09
C0905,Northstar Synthetic 905,Europe,Mid-Market,155000,2022-12-18
C0906,Northstar Synthetic 906,Asia Pacific,Growth,33000,2023-02-11
C0907,Northstar Synthetic 907,North America,Enterprise,77000,2023-06-23
C0908,Northstar Synthetic 908,Europe,Mid-Market,188000,2023-07-09
C0909,Northstar Synthetic 909,Asia Pacific,Growth,167000,2025-04-01
C0910,Northstar Synthetic 910,North America,Enterprise,43000,2023-10-28
C0911,Northstar Synthetic 911,Europe,Mid-Market,195000,2025-02-01
C0912,Northstar Synthetic 912,Asia Pacific,Growth,24000,2025-04-01
C0913,Northstar Synthetic 913,North America,Enterprise,189000,2022-12-02
C0914,Northstar Synthetic 914,Europe,Mid-Market,153000,2023-09-23
C0915,Northstar Synthetic 915,Asia Pacific,Growth,63000,2024-02-02
C0916,Northstar Synthetic 916,North America,Enterprise,118000,2024-08-23
C0917,Northstar Synthetic 917,Europe,Mid-Market,163000,2024-02-02
C0918,Northstar Synthetic 918,Asia Pacific,Growth,91000,2024-07-22
C0919,Northstar Synthetic 919,North America,Enterprise,112000,2023-11-15
C0920,Northstar Synthetic 920,Europe,Mid-Market,138000,2024-02-25
C0921,Northstar Synthetic 921,Asia Pacific,Growth,166000,2022-11-18
C0922,Northstar Synthetic 922,North America,Enterprise,160000,2023-12-22
C0923,Northstar Synthetic 923,Europe,Mid-Market,120000,2024-01-28
C0924,Northstar Synthetic 924,Asia Pacific,Growth,223000,2023-04-02
C0925,Northstar Synthetic 925,North America,Enterprise,40000,2023-10-08
C0926,Northstar Synthetic 926,Europe,Mid-Market,31000,2023-05-16
C0927,Northstar Synthetic 927,Asia Pacific,Growth,136000,2024-09-08
C0928,Northstar Synthetic 928,North America,Enterprise,165000,2024-08-31
C0929,Northstar Synthetic 929,Europe,Mid-Market,69000,2023-11-09
C0930,Northstar Synthetic 930,Asia Pacific,Growth,115000,2023-12-21
C0931,Northstar Synthetic 931,North America,Enterprise,211000,2023-07-23
C0932,Northstar Synthetic 932,Europe,Mid-Market,28000,2024-06-19
C0933,Northstar Synthetic 933,Asia Pacific,Growth,69000,2025-01-31
C0934,Northstar Synthetic 934,North America,Enterprise,174000,2023-10-03
C0935,Northstar Synthetic 935,Europe,Mid-Market,62000,2025-02-19
C0936,Northstar Synthetic 936,Asia Pacific,Growth,154000,2024-07-25
C0937,Northstar Synthetic 937,North America,Enterprise,125000,2024-11-02
C0938,Northstar Synthetic 938,Europe,Mid-Market,130000,2024-05-03
C0939,Northstar Synthetic 939,Asia Pacific,Growth,85000,2024-03-28
C0940,Northstar Synthetic 940,North America,Enterprise,86000,2024-06-18
C0941,Northstar Synthetic 941,Europe,Mid-Market,60000,2023-12-06
C0942,Northstar Synthetic 942,Asia Pacific,Growth,214000,2023-04-18
C0943,Northstar Synthetic 943,North America,Enterprise,145000,2024-08-22
C0944,Northstar Synthetic 944,Europe,Mid-Market,129000,2023-08-05
C0945,Northstar Synthetic 945,Asia Pacific,Growth,37000,2024-10-02
C0946,Northstar Synthetic 946,North America,Enterprise,123000,2023-05-23
C0947,Northstar Synthetic 947,Europe,Mid-Market,73000,2024-03-10
C0948,Northstar Synthetic 948,Asia Pacific,Growth,36000,2024-09-23
C0949,Northstar Synthetic 949,North America,Enterprise,196000,2023-01-06
C0950,Northstar Synthetic 950,Europe,Mid-Market,104000,2023-02-23
C0951,Northstar Synthetic 951,Asia Pacific,Growth,225000,2023-02-05
C0952,Northstar Synthetic 952,North America,Enterprise,29000,2024-12-02
C0953,Northstar Synthetic 953,Europe,Mid-Market,232000,2022-11-16
C0954,Northstar Synthetic 954,Asia Pacific,Growth,146000,2025-01-24
C0955,Northstar Synthetic 955,North America,Enterprise,212000,2022-11-14
C0956,Northstar Synthetic 956,Europe,Mid-Market,208000,2023-02-07
C0957,Northstar Synthetic 957,Asia Pacific,Growth,227000,2024-09-22
C0958,Northstar Synthetic 958,North America,Enterprise,65000,2023-04-27
C0959,Northstar Synthetic 959,Europe,Mid-Market,38000,2024-12-10
C0960,Northstar Synthetic 960,Asia Pacific,Growth,84000,2023-06-18
C0961,Northstar Synthetic 961,North America,Enterprise,227000,2025-03-15
C0962,Northstar Synthetic 962,Europe,Mid-Market,27000,2023-01-14
C0963,Northstar Synthetic 963,Asia Pacific,Growth,109000,2023-12-28
C0964,Northstar Synthetic 964,North America,Enterprise,25000,2024-08-13
C0965,Northstar Synthetic 965,Europe,Mid-Market,64000,2024-07-31
C0966,Northstar Synthetic 966,Asia Pacific,Growth,193000,2024-10-30
C0967,Northstar Synthetic 967,North America,Enterprise,196000,2023-04-20
C0968,Northstar Synthetic 968,Europe,Mid-Market,188000,2023-12-18
C0969,Northstar Synthetic 969,Asia Pacific,Growth,181000,2023-12-22
C0970,Northstar Synthetic 970,North America,Enterprise,224000,2022-12-03
C0971,Northstar Synthetic 971,Europe,Mid-Market,206000,2023-04-06
C0972,Northstar Synthetic 972,Asia Pacific,Growth,140000,2024-02-06
C0973,Northstar Synthetic 973,North America,Enterprise,208000,2025-04-13
C0974,Northstar Synthetic 974,Europe,Mid-Market,153000,2023-01-15
C0975,Northstar Synthetic 975,Asia Pacific,Growth,60000,2024-04-27
C0976,Northstar Synthetic 976,North America,Enterprise,35000,2023-02-26
C0977,Northstar Synthetic 977,Europe,Mid-Market,166000,2024-09-21
C0978,Northstar Synthetic 978,Asia Pacific,Growth,229000,2024-12-28
C0979,Northstar Synthetic 979,North America,Enterprise,152000,2023-09-27
C0980,Northstar Synthetic 980,Europe,Mid-Market,105000,2024-05-04
C0981,Northstar Synthetic 981,Asia Pacific,Growth,156000,2024-01-22
C0982,Northstar Synthetic 982,North America,Enterprise,159000,2025-04-07
C0983,Northstar Synthetic 983,Europe,Mid-Market,183000,2022-11-11
C0984,Northstar Synthetic 984,Asia Pacific,Growth,116000,2023-01-27
C0985,Northstar Synthetic 985,North America,Enterprise,209000,2024-02-21
C0986,Northstar Synthetic 986,Europe,Mid-Market,101000,2024-09-02
C0987,Northstar Synthetic 987,Asia Pacific,Growth,65000,2024-03-17
C0988,Northstar Synthetic 988,North America,Enterprise,189000,2023-03-11
C0989,Northstar Synthetic 989,Europe,Mid-Market,123000,2024-08-24
C0990,Northstar Synthetic 990,Asia Pacific,Growth,50000,2024-02-10
C0991,Northstar Synthetic 991,North America,Enterprise,159000,2025-01-31
C0992,Northstar Synthetic 992,Europe,Mid-Market,107000,2023-11-27
C0993,Northstar Synthetic 993,Asia Pacific,Growth,137000,2024-07-29
C0994,Northstar Synthetic 994,North America,Enterprise,69000,2024-08-31
C0995,Northstar Synthetic 995,Europe,Mid-Market,94000,2023-11-08
C0996,Northstar Synthetic 996,Asia Pacific,Growth,161000,2023-11-29
C0997,Northstar Synthetic 997,North America,Enterprise,211000,2023-04-01
C0998,Northstar Synthetic 998,Europe,Mid-Market,42000,2025-02-14
C0999,Northstar Synthetic 999,Asia Pacific,Growth,137000,2023-03-15
C1000,Northstar Synthetic 1000,North America,Enterprise,35000,2023-08-12
C1001,Northstar Synthetic 1001,Europe,Mid-Market,161000,2024-06-11
C1002,Northstar Synthetic 1002,Asia Pacific,Growth,88000,2025-03-18
C1003,Northstar Synthetic 1003,North America,Enterprise,87000,2024-07-11
C1004,Northstar Synthetic 1004,Europe,Mid-Market,46000,2023-05-02
C1005,Northstar Synthetic 1005,Asia Pacific,Growth,208000,2024-12-03
C1006,Northstar Synthetic 1006,North America,Enterprise,44000,2023-08-28
C1007,Northstar Synthetic 1007,Europe,Mid-Market,90000,2025-03-13
C1008,Northstar Synthetic 1008,Asia Pacific,Growth,99000,2024-09-24
C1009,Northstar Synthetic 1009,North America,Enterprise,210000,2024-03-13
C1010,Northstar Synthetic 1010,Europe,Mid-Market,234000,2023-02-21
C1011,Northstar Synthetic 1011,Asia Pacific,Growth,25000,2024-12-09
C1012,Northstar Synthetic 1012,North America,Enterprise,86000,2024-02-10
C1013,Northstar Synthetic 1013,Europe,Mid-Market,127000,2023-11-05
C1014,Northstar Synthetic 1014,Asia Pacific,Growth,66000,2024-07-11
C1015,Northstar Synthetic 1015,North America,Enterprise,140000,2025-01-21
C1016,Northstar Synthetic 1016,Europe,Mid-Market,108000,2024-04-12
C1017,Northstar Synthetic 1017,Asia Pacific,Growth,134000,2024-02-19
C1018,Northstar Synthetic 1018,North America,Enterprise,220000,2025-03-14
C1019,Northstar Synthetic 1019,Europe,Mid-Market,149000,2024-08-06
C1020,Northstar Synthetic 1020,Asia Pacific,Growth,78000,2024-05-15
C1021,Northstar Synthetic 1021,North America,Enterprise,218000,2023-12-14
C1022,Northstar Synthetic 1022,Europe,Mid-Market,121000,2023-04-25
C1023,Northstar Synthetic 1023,Asia Pacific,Growth,183000,2023-04-11
C1024,Northstar Synthetic 1024,North America,Enterprise,232000,2023-11-06
C1025,Northstar Synthetic 1025,Europe,Mid-Market,212000,2025-03-30
C1026,Northstar Synthetic 1026,Asia Pacific,Growth,228000,2023-10-01
C1027,Northstar Synthetic 1027,North America,Enterprise,142000,2024-05-31
C1028,Northstar Synthetic 1028,Europe,Mid-Market,30000,2024-07-07
C1029,Northstar Synthetic 1029,Asia Pacific,Growth,57000,2024-03-17
C1030,Northstar Synthetic 1030,North America,Enterprise,178000,2025-01-01
C1031,Northstar Synthetic 1031,Europe,Mid-Market,52000,2022-11-21
C1032,Northstar Synthetic 1032,Asia Pacific,Growth,63000,2023-08-04
C1033,Northstar Synthetic 1033,North America,Enterprise,37000,2023-08-07
C1034,Northstar Synthetic 1034,Europe,Mid-Market,31000,2024-07-20
C1035,Northstar Synthetic 1035,Asia Pacific,Growth,133000,2025-04-03
C1036,Northstar Synthetic 1036,North America,Enterprise,169000,2023-05-02
C1037,Northstar Synthetic 1037,Europe,Mid-Market,160000,2024-03-27
C1038,Northstar Synthetic 1038,Asia Pacific,Growth,58000,2023-01-19
C1039,Northstar Synthetic 1039,North America,Enterprise,66000,2022-12-13
C1040,Northstar Synthetic 1040,Europe,Mid-Market,201000,2024-07-13
C1041,Northstar Synthetic 1041,Asia Pacific,Growth,203000,2022-12-29
C1042,Northstar Synthetic 1042,North America,Enterprise,61000,2023-10-08
C1043,Northstar Synthetic 1043,Europe,Mid-Market,106000,2022-12-26
C1044,Northstar Synthetic 1044,Asia Pacific,Growth,89000,2024-10-14
C1045,Northstar Synthetic 1045,North America,Enterprise,168000,2024-11-07
C1046,Northstar Synthetic 1046,Europe,Mid-Market,119000,2023-04-02
C1047,Northstar Synthetic 1047,Asia Pacific,Growth,137000,2024-01-31
C1048,Northstar Synthetic 1048,North America,Enterprise,86000,2023-08-12
C1049,Northstar Synthetic 1049,Europe,Mid-Market,221000,2022-11-14
C1050,Northstar Synthetic 1050,Asia Pacific,Growth,206000,2024-01-07
C1051,Northstar Synthetic 1051,North America,Enterprise,129000,2024-06-12
C1052,Northstar Synthetic 1052,Europe,Mid-Market,81000,2023-12-06
C1053,Northstar Synthetic 1053,Asia Pacific,Growth,109000,2025-01-01
C1054,Northstar Synthetic 1054,North America,Enterprise,104000,2024-02-05
C1055,Northstar Synthetic 1055,Europe,Mid-Market,108000,2023-01-01
C1056,Northstar Synthetic 1056,Asia Pacific,Growth,140000,2022-11-23
C1057,Northstar Synthetic 1057,North America,Enterprise,154000,2024-06-12
C1058,Northstar Synthetic 1058,Europe,Mid-Market,91000,2024-03-30
C1059,Northstar Synthetic 1059,Asia Pacific,Growth,88000,2024-02-29
C1060,Northstar Synthetic 1060,North America,Enterprise,88000,2023-06-10
C1061,Northstar Synthetic 1061,Europe,Mid-Market,137000,2023-04-06
C1062,Northstar Synthetic 1062,Asia Pacific,Growth,109000,2024-08-19
C1063,Northstar Synthetic 1063,North America,Enterprise,35000,2023-04-20
C1064,Northstar Synthetic 1064,Europe,Mid-Market,102000,2024-01-03
C1065,Northstar Synthetic 1065,Asia Pacific,Growth,131000,2024-04-04
C1066,Northstar Synthetic 1066,North America,Enterprise,207000,2024-02-02
C1067,Northstar Synthetic 1067,Europe,Mid-Market,54000,2024-07-05
C1068,Northstar Synthetic 1068,Asia Pacific,Growth,154000,2022-12-14
C1069,Northstar Synthetic 1069,North America,Enterprise,194000,2024-04-15
C1070,Northstar Synthetic 1070,Europe,Mid-Market,202000,2023-05-24
C1071,Northstar Synthetic 1071,Asia Pacific,Growth,236000,2024-03-21
C1072,Northstar Synthetic 1072,North America,Enterprise,130000,2024-10-16
C1073,Northstar Synthetic 1073,Europe,Mid-Market,70000,2023-05-16
C1074,Northstar Synthetic 1074,Asia Pacific,Growth,73000,2024-06-11
C1075,Northstar Synthetic 1075,North America,Enterprise,195000,2025-02-23
C1076,Northstar Synthetic 1076,Europe,Mid-Market,181000,2025-04-20
C1077,Northstar Synthetic 1077,Asia Pacific,Growth,95000,2025-04-05
C1078,Northstar Synthetic 1078,North America,Enterprise,136000,2023-08-21
C1079,Northstar Synthetic 1079,Europe,Mid-Market,139000,2023-02-11
C1080,Northstar Synthetic 1080,Asia Pacific,Growth,126000,2025-04-01
C1081,Northstar Synthetic 1081,North America,Enterprise,235000,2023-05-10
C1082,Northstar Synthetic 1082,Europe,Mid-Market,92000,2024-03-06
C1083,Northstar Synthetic 1083,Asia Pacific,Growth,47000,2023-01-18
C1084,Northstar Synthetic 1084,North America,Enterprise,72000,2023-03-23
C1085,Northstar Synthetic 1085,Europe,Mid-Market,188000,2023-09-04
C1086,Northstar Synthetic 1086,Asia Pacific,Growth,228000,2024-05-19
C1087,Northstar Synthetic 1087,North America,Enterprise,136000,2024-11-17
C1088,Northstar Synthetic 1088,Europe,Mid-Market,181000,2024-02-09
C1089,Northstar Synthetic 1089,Asia Pacific,Growth,58000,2025-02-03
C1090,Northstar Synthetic 1090,North America,Enterprise,235000,2024-03-20
C1091,Northstar Synthetic 1091,Europe,Mid-Market,53000,2022-12-24
C1092,Northstar Synthetic 1092,Asia Pacific,Growth,200000,2022-12-01
C1093,Northstar Synthetic 1093,North America,Enterprise,146000,2023-12-21
C1094,Northstar Synthetic 1094,Europe,Mid-Market,162000,2023-02-17
C1095,Northstar Synthetic 1095,Asia Pacific,Growth,237000,2024-04-14
C1096,Northstar Synthetic 1096,North America,Enterprise,80000,2024-10-27
C1097,Northstar Synthetic 1097,Europe,Mid-Market,186000,2023-07-03
C1098,Northstar Synthetic 1098,Asia Pacific,Growth,108000,2023-10-02
C1099,Northstar Synthetic 1099,North America,Enterprise,83000,2024-03-16
C1100,Northstar Synthetic 1100,Europe,Mid-Market,75000,2025-02-02
C1101,Northstar Synthetic 1101,Asia Pacific,Growth,40000,2023-11-11
C1102,Northstar Synthetic 1102,North America,Enterprise,37000,2022-12-31
C1103,Northstar Synthetic 1103,Europe,Mid-Market,173000,2023-12-10
C1104,Northstar Synthetic 1104,Asia Pacific,Growth,237000,2023-03-16
C1105,Northstar Synthetic 1105,North America,Enterprise,85000,2024-01-22
C1106,Northstar Synthetic 1106,Europe,Mid-Market,231000,2024-05-05
C1107,Northstar Synthetic 1107,Asia Pacific,Growth,182000,2024-10-03
C1108,Northstar Synthetic 1108,North America,Enterprise,169000,2024-08-06
C1109,Northstar Synthetic 1109,Europe,Mid-Market,63000,2023-07-20
C1110,Northstar Synthetic 1110,Asia Pacific,Growth,231000,2023-02-10
C1111,Northstar Synthetic 1111,North America,Enterprise,89000,2024-12-04
C1112,Northstar Synthetic 1112,Europe,Mid-Market,181000,2023-04-29
C1113,Northstar Synthetic 1113,Asia Pacific,Growth,183000,2025-04-14
C1114,Northstar Synthetic 1114,North America,Enterprise,203000,2023-03-29
C1115,Northstar Synthetic 1115,Europe,Mid-Market,79000,2023-07-04
C1116,Northstar Synthetic 1116,Asia Pacific,Growth,209000,2023-08-21
C1117,Northstar Synthetic 1117,North America,Enterprise,24000,2024-07-17
C1118,Northstar Synthetic 1118,Europe,Mid-Market,157000,2023-05-01
C1119,Northstar Synthetic 1119,Asia Pacific,Growth,45000,2022-12-18
C1120,Northstar Synthetic 1120,North America,Enterprise,50000,2025-04-17
C1121,Northstar Synthetic 1121,Europe,Mid-Market,39000,2024-06-13
C1122,Northstar Synthetic 1122,Asia Pacific,Growth,224000,2023-04-29
C1123,Northstar Synthetic 1123,North America,Enterprise,157000,2025-04-18
C1124,Northstar Synthetic 1124,Europe,Mid-Market,223000,2023-02-26
C1125,Northstar Synthetic 1125,Asia Pacific,Growth,206000,2023-08-23
C1126,Northstar Synthetic 1126,North America,Enterprise,238000,2024-01-31
C1127,Northstar Synthetic 1127,Europe,Mid-Market,175000,2025-02-11
C1128,Northstar Synthetic 1128,Asia Pacific,Growth,133000,2025-02-05
C1129,Northstar Synthetic 1129,North America,Enterprise,111000,2025-01-26
C1130,Northstar Synthetic 1130,Europe,Mid-Market,189000,2024-03-13
C1131,Northstar Synthetic 1131,Asia Pacific,Growth,200000,2023-05-14
C1132,Northstar Synthetic 1132,North America,Enterprise,39000,2023-06-24
C1133,Northstar Synthetic 1133,Europe,Mid-Market,109000,2024-08-12
C1134,Northstar Synthetic 1134,Asia Pacific,Growth,66000,2024-09-29
C1135,Northstar Synthetic 1135,North America,Enterprise,222000,2023-12-06
C1136,Northstar Synthetic 1136,Europe,Mid-Market,194000,2025-03-20
C1137,Northstar Synthetic 1137,Asia Pacific,Growth,111000,2025-01-06
C1138,Northstar Synthetic 1138,North America,Enterprise,39000,2024-07-06
